phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1786288892.4426699,PRE_ALERT,INSUFFICIENT_DATA,0.532,0.0074,0.0,0.0725,[],1,,
1641869100.0,1786288893.1921754,PRE_ALERT,INSUFFICIENT_DATA,0.498,0.0058,0.0,0.0802,[],1,,
1641891600.0,1786288896.3217998,PRE_ALERT,OK,0.676,0.5268,3.647,4.2502,[3.3128],1,0.2693178057670593,0
1641903300.0,1786288897.9471717,PRE_ALERT,OK,0.664,0.3404,3.3485,3.7637,[3.0374],1,0.2363550066947937,0
1641909600.0,1786288898.82121,PRE_ALERT,OK,0.657,0.3399,3.3784,3.7926,[3.0842],1,0.15687406063079834,0
1641948300.0,1786288904.1959572,PRE_ALERT,OK,0.546,0.3722,3.305,3.7491,[3.001],1,0.22534584999084473,0
1641954600.0,1786288905.0709345,PRE_ALERT,OK,0.542,0.3478,3.3442,3.7652,[3.0446],1,0.20434802770614624,0
1641982500.0,1786288908.9462242,PRE_ALERT,OK,0.509,0.3419,3.3039,3.7197,[3.0056],1,0.17127591371536255,0
1641988800.0,1786288909.821174,PRE_ALERT,OK,0.576,0.338,3.3392,3.7487,[3.0388],1,0.13405144214630127,0
1641995100.0,1786288910.6964293,PRE_ALERT,OK,0.618,0.3407,3.3769,3.7927,[3.0439],1,0.1602122187614441,0
1642027500.0,1786288915.195829,PRE_ALERT,OK,0.467,0.3999,3.2904,3.7623,[2.9885],1,0.19856983423233032,0
1642033800.0,1786288916.0708241,PRE_ALERT,OK,0.411,0.3468,3.3454,3.7651,[3.0394],1,0.1860831379890442,0
1642068000.0,1786288920.8209877,PRE_ALERT,OK,0.631,0.3459,3.3171,3.7349,[3.0208],1,0.1710376739501953,0
1642079700.0,1786288922.4459975,PRE_ALERT,OK,0.679,0.3526,3.337,3.7625,[3.0356],1,0.2195565104484558,0
1642086000.0,1786288923.3216648,PRE_ALERT,OK,0.886,0.3568,3.3759,3.8099,[3.0637],1,0.12804800271987915,0
1642113000.0,1786288927.071098,PRE_ALERT,OK,0.626,0.3485,3.3035,3.7245,[3.0002],1,0.2137739062309265,0
1642124700.0,1786288928.6962748,PRE_ALERT,OK,0.582,0.3492,3.2881,3.71,[2.9894],1,0.1778622269630432,0
1642131000.0,1786288929.5712304,PRE_ALERT,OK,0.703,0.3495,3.354,3.7794,[3.053],1,0.17411047220230103,0
1642158900.0,1786288933.4468606,PRE_ALERT,OK,0.738,0.366,3.2926,3.736,[2.9841],1,0.19476819038391113,0
1642165200.0,1786288934.3211641,PRE_ALERT,OK,0.682,0.3434,3.3673,3.7858,[3.0524],1,0.15923351049423218,0
1642203900.0,1786288939.6961997,PRE_ALERT,OK,0.568,0.3462,3.3134,3.7321,[3.011],1,0.21356678009033203,0
1642210200.0,1786288940.5711524,PRE_ALERT,OK,0.653,0.3469,3.3979,3.8184,[3.0838],1,0.16652911901474,0
1642238100.0,1786288944.446907,PRE_ALERT,OK,0.65,0.3513,3.3755,3.8038,[3.0606],1,0.09740769863128662,0
1642244400.0,1786288945.3212283,PRE_ALERT,OK,0.591,0.3436,3.3961,3.8113,[3.0958],1,0.15650027990341187,0
1642256100.0,1786288946.9462311,PRE_ALERT,OK,0.541,0.3466,3.433,3.8514,[3.126],1,0.23272430896759033,0
1642283100.0,1786288950.6962166,PRE_ALERT,OK,0.629,0.3403,3.2661,3.6815,[2.9684],1,0.23550289869308472,0
1642289400.0,1786288951.5709083,PRE_ALERT,OK,0.431,0.3393,3.3847,3.796,[3.0898],1,0.15974581241607666,0
1642294800.0,1786288952.3212283,PRE_ALERT,OK,0.539,0.3386,3.3915,3.8033,[3.0966],1,0.1484350562095642,0
1642301100.0,1786288953.1958466,PRE_ALERT,OK,0.531,0.3717,3.2392,3.685,[2.9405],1,0.17968934774398804,0
1642335300.0,1786288957.9462328,PRE_ALERT,OK,0.496,0.3494,3.401,3.8223,[3.0941],1,0.14045828580856323,0
1642341600.0,1786288958.8219717,PRE_ALERT,OK,1.112,0.3462,3.4901,3.9139,[3.1838],1,0.11083817481994629,0
