timestamp,ros_delay_ms,yolo_infer_ms,node_latency_ms,roi_kb,detections,gpu_%,cpu_%,power_mW,ram_MB
1776591348.238381,164.2,20.41,29.61,10.6,2,47,45.8,7435,6106
1776591348.271301,159.55,21.06,31.27,10.6,2,47,45.8,7435,6106
1776591348.304774,161.71,21.14,31.71,10.6,2,47,45.8,7435,6106
1776591348.3401165,161.17,21.66,32.8,10.6,2,47,45.8,7435,6106
1776591348.3737,163.29,21.83,31.52,10.6,2,47,45.8,7435,6106
1776591348.4063046,166.62,21.73,30.89,10.6,2,47,45.8,7435,6106
1776591348.4389312,162.96,20.47,30.95,10.6,2,47,45.8,7435,6106
1776591348.4704905,163.61,20.44,29.8,10.5,2,47,45.8,7435,6106
1776591348.5016143,161.97,20.28,29.18,10.5,2,47,45.8,7435,6106
1776591348.5337667,158.97,20.53,30.44,10.5,2,47,45.8,7435,6106
1776591348.5665317,156.74,20.5,30.82,10.5,2,47,45.8,7435,6106
1776591348.5991316,156.28,20.46,30.87,10.5,2,47,45.8,7435,6106
1776591348.6323478,155.43,20.63,31.43,10.4,2,47,45.8,7435,6106
1776591348.6627514,155.11,20.17,28.53,10.5,2,47,45.8,7435,6106
1776591348.693315,156.26,19.96,28.6,10.5,2,47,45.8,7435,6106
1776591348.7242038,165.3,20.2,29.06,10.5,2,47,45.8,7435,6106
1776591348.754879,165.29,20.08,28.97,10.4,2,47,45.8,7435,6106
1776591348.7855055,161.27,20.0,28.83,10.5,2,47,45.8,7435,6106
1776591348.8165448,160.5,19.59,29.06,10.4,2,47,45.8,7435,6106
1776591348.8486145,158.74,20.71,29.9,10.4,2,77,44.5,7423,6112
