timestamp,event,state,detections,nav_state
1776591346.410603,DETECTION_TRIGGER,IDLE,1,0
1776591346.4232697,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.4246798,ARM_CMD,TRACKING,0,0
1776591346.5227666,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.5236459,ARM_CMD,TRACKING,0,0
1776591346.622708,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.6236713,ARM_CMD,TRACKING,0,0
1776591346.7228844,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.7240229,ARM_CMD,TRACKING,0,0
1776591346.8227708,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.8236892,ARM_CMD,TRACKING,0,0
1776591346.9231682,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591346.924225,ARM_CMD,TRACKING,0,0
1776591347.0224638,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.02362,ARM_CMD,TRACKING,0,0
1776591347.1237473,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.1253033,ARM_CMD,TRACKING,0,0
1776591347.2228367,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.2237363,ARM_CMD,TRACKING,0,0
1776591347.323101,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.3240247,ARM_CMD,TRACKING,0,0
1776591347.4230688,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.4241593,ARM_CMD,TRACKING,0,0
1776591347.5232139,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.524192,ARM_CMD,TRACKING,0,0
1776591347.6235137,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.624639,ARM_CMD,TRACKING,0,0
1776591347.7230754,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.724079,ARM_CMD,TRACKING,0,0
1776591347.823987,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.8254237,ARM_CMD,TRACKING,0,0
1776591347.9235952,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591347.92453,ARM_CMD,TRACKING,0,0
1776591348.0257802,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.0268939,ARM_CMD,TRACKING,0,0
1776591348.122965,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.1238194,ARM_CMD,TRACKING,0,0
1776591348.222812,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.2238014,ARM_CMD,TRACKING,0,0
1776591348.3227196,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.3237243,ARM_CMD,TRACKING,0,0
1776591348.4232867,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.4242945,ARM_CMD,TRACKING,0,0
1776591348.5231254,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.5242674,ARM_CMD,TRACKING,0,0
1776591348.6228154,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.623906,ARM_CMD,TRACKING,0,0
1776591348.7233377,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.7249198,ARM_CMD,TRACKING,0,0
1776591348.823131,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.824366,ARM_CMD,TRACKING,0,0
1776591348.9226198,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591348.923459,ARM_CMD,TRACKING,0,0
1776591349.0229824,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.0238311,ARM_CMD,TRACKING,0,0
1776591349.1228974,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.1239,ARM_CMD,TRACKING,0,0
1776591349.2229722,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.2238994,ARM_CMD,TRACKING,0,0
1776591349.3230944,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.3243127,ARM_CMD,TRACKING,0,0
1776591349.423412,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.424298,ARM_CMD,TRACKING,0,0
1776591349.5230844,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.5250614,ARM_CMD,TRACKING,0,0
1776591349.623181,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.6243691,ARM_CMD,TRACKING,0,0
1776591349.723134,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.724705,ARM_CMD,TRACKING,0,0
1776591349.8224459,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.8233755,ARM_CMD,TRACKING,0,0
1776591349.922561,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591349.9234886,ARM_CMD,TRACKING,0,0
1776591350.0227346,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.0235744,ARM_CMD,TRACKING,0,0
1776591350.1229625,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.1238027,ARM_CMD,TRACKING,0,0
1776591350.2226622,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.2235093,ARM_CMD,TRACKING,0,0
1776591350.3230546,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.3243866,ARM_CMD,TRACKING,0,0
1776591350.4227638,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.423749,ARM_CMD,TRACKING,0,0
1776591350.522959,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.5245056,ARM_CMD,TRACKING,0,0
1776591350.622802,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.623773,ARM_CMD,TRACKING,0,0
1776591350.725117,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.7270224,ARM_CMD,TRACKING,0,0
1776591350.8226626,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.823529,ARM_CMD,TRACKING,0,0
1776591350.9230015,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591350.9240158,ARM_CMD,TRACKING,0,0
1776591351.0228152,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.0238898,ARM_CMD,TRACKING,0,0
1776591351.1225603,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.123665,ARM_CMD,TRACKING,0,0
1776591351.2230766,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.224594,ARM_CMD,TRACKING,0,0
1776591351.3230457,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.3239412,ARM_CMD,TRACKING,0,0
1776591351.42299,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.4242995,ARM_CMD,TRACKING,0,0
1776591351.5231519,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.524106,ARM_CMD,TRACKING,0,0
1776591351.622837,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.6246474,ARM_CMD,TRACKING,0,0
1776591351.7223983,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.7255354,ARM_CMD,TRACKING,0,0
1776591351.8243554,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.8252542,ARM_CMD,TRACKING,0,0
1776591351.9231105,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591351.9242234,ARM_CMD,TRACKING,0,0
1776591352.0246372,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.0267994,ARM_CMD,TRACKING,0,0
1776591352.1231058,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.1240788,ARM_CMD,TRACKING,0,0
1776591352.2226462,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.2236342,ARM_CMD,TRACKING,0,0
1776591352.3229349,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.324804,ARM_CMD,TRACKING,0,0
1776591352.4227278,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.4246347,ARM_CMD,TRACKING,0,0
1776591352.5225499,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.5236995,ARM_CMD,TRACKING,0,0
1776591352.6230917,OFFBOARD_MODE_CMD,TRACKING,0,0
1776591352.6242204,ARM_CMD,TRACKING,0,0
1776591352.7226999,OFFBOARD_MODE_CMD,TRACKING,0,0
