phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1647653400.0,1786287303.3057888,PRE_ALERT,INSUFFICIENT_DATA,0.525,0.0076,0.0,0.0677,[],1,,
1647658800.0,1786287304.0558763,PRE_ALERT,INSUFFICIENT_DATA,0.663,0.0059,0.0,0.0651,[],1,,
1647817200.0,1786287326.0606277,PRE_ALERT,OK,0.71,0.5218,3.5986,4.2015,[3.2488],1,0.1487255096435547,0
1647851400.0,1786287330.8095036,PRE_ALERT,OK,0.485,0.3364,3.3115,3.721,[3.0168],1,0.37105822563171387,0
1647857700.0,1786287331.6840813,PRE_ALERT,OK,0.627,0.3564,3.1563,3.5831,[2.8623],1,0.992211873177439,1
1647869400.0,1786287333.3093374,PRE_ALERT,OK,0.535,0.3407,3.3224,3.7343,[3.0249],1,0.9903509542346001,1
1647875700.0,1786287334.1842065,PRE_ALERT,OK,0.583,0.3365,3.1348,3.5441,[2.8457],1,0.947789154946804,1
1647914400.0,1786287339.5590878,PRE_ALERT,OK,0.492,0.3466,3.2453,3.6691,[2.9365],1,0.5591721832752228,1
1647920700.0,1786287340.4342785,PRE_ALERT,OK,0.515,0.3429,3.2474,3.6641,[2.953],1,0.2051905393600464,0
1647939600.0,1786287343.059363,PRE_ALERT,OK,0.58,0.3435,3.2511,3.6684,[2.9505],1,0.20260089635849,0
1647948600.0,1786287344.3092654,PRE_ALERT,OK,0.529,0.6081,3.1999,3.8818,[2.8962],1,0.18229758739471436,0
1647954900.0,1786287345.1841688,PRE_ALERT,OK,0.581,0.351,3.2086,3.6318,[2.9188],1,0.12733274698257446,0
1647993600.0,1786287350.5597904,PRE_ALERT,OK,0.62,0.3658,3.1676,3.6059,[2.8656],1,0.1825675368309021,0
1647999900.0,1786287351.4345057,PRE_ALERT,OK,0.568,0.3398,3.2411,3.6531,[2.9486],1,0.132804274559021,0
1648027800.0,1786287355.3093112,PRE_ALERT,OK,0.557,0.3414,3.2865,3.7013,[2.9885],1,0.1341652274131775,0
1648034100.0,1786287356.1849384,PRE_ALERT,OK,0.671,0.3474,3.2062,3.6292,[2.9046],1,0.1612589955329895,0
1648039500.0,1786287356.9345345,PRE_ALERT,OK,0.574,0.3404,3.25,3.6645,[2.9504],1,0.15904676914215088,0
1648045800.0,1786287357.8089886,PRE_ALERT,OK,0.504,0.3401,3.2492,3.664,[2.9509],1,0.15251821279525757,0
1648079100.0,1786287362.4345868,PRE_ALERT,OK,0.578,0.3467,3.3026,3.7227,[3.0169],1,0.10563987493515015,0
1648084500.0,1786287363.1842594,PRE_ALERT,OK,0.598,0.3425,3.2046,3.6738,[2.9117],1,0.1017601490020752,0
1648090800.0,1786287364.0592873,PRE_ALERT,OK,0.556,0.3392,3.2131,3.626,[2.9229],1,0.1448838710784912,0
1648118700.0,1786287367.9343152,PRE_ALERT,OK,0.515,0.3473,3.3555,3.7825,[3.0434],1,0.16318106651306152,0
1648125000.0,1786287368.808935,PRE_ALERT,OK,0.487,0.3359,3.2016,3.6093,[2.916],1,0.13522064685821533,0
