timestamp,event,state,ap_state,nav_state,action_ms,passive
1781431909.7333333,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.275,1
1781432034.0993764,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.793,1
1781432034.6004722,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.921,1
1781432035.0976522,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.882,1
1781432035.349923,ALERT_TRIGGER,IDLE,ALERT,0,0.813,1
1781432036.1103685,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.91,1
1781432036.1122918,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.91,1
1781432036.1124055,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.91,1
1781432036.1136847,ARM_CMD,TRACKING,ALERT,0,0.91,1
1781432036.2109745,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.91,1
1781432036.2126977,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.91,1
1781432036.2127984,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.91,1
1781432036.2135324,ARM_CMD,TRACKING,ALERT,0,0.91,1
1781432036.3106256,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.198,1
1781432036.3122246,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.198,1
1781432036.312299,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.198,1
1781432036.3134408,ARM_CMD,TRACKING,ALERT,0,1.198,1
1781432036.41074,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.725,1
1781432036.4121375,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.725,1
1781432036.412193,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.725,1
1781432036.412852,ARM_CMD,TRACKING,ALERT,0,0.725,1
1781432036.5103023,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.375,1
1781432036.5114539,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.375,1
1781432036.5115294,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.375,1
