timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781434654.4711337,7,10,2.5393,383.953,0.5145,3.27,NOMINAL,STALE,0,,0,16.8,5467,3300
1781434654.4740233,7,10,2.9873,14.694,0.0216,0.318,NOMINAL,NORMAL,0,,0,16.8,5467,3300
1781434654.5529506,7,10,3.6953,1.174,0.0312,0.411,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434654.6758494,7,10,2.4446,1.957,0.0445,0.479,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434654.7997537,7,10,2.0628,1.465,0.0348,0.494,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434654.9261317,7,10,2.7652,1.488,0.0447,0.708,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434655.0511544,7,10,2.5282,1.14,0.0359,0.612,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434655.1743395,7,10,1.5666,1.361,0.0314,0.462,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434655.2996695,7,10,2.4305,1.106,0.0352,0.386,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434655.4260178,7,10,2.6272,1.609,0.0485,0.861,NOMINAL,NORMAL,0,,88,7.0,4848,3037
1781434655.5497289,7,10,2.2582,1.238,0.0365,0.532,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434655.6831553,7,10,2.5755,1.412,0.0436,8.064,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434655.7995982,7,10,2.0906,1.334,0.035,0.549,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434655.926,7,10,2.7391,1.602,0.0408,0.557,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434656.0500703,7,10,2.2988,1.339,0.0351,0.455,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434656.1735325,7,10,1.5347,0.986,0.0236,0.338,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434656.3001626,7,10,2.4435,1.525,0.0346,0.459,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434656.4245768,7,10,1.9137,1.095,0.0321,0.491,NOMINAL,NORMAL,0,,99,12.7,4809,3038
1781434656.5516253,7,10,2.6546,1.955,0.0439,0.524,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434656.6750746,7,10,2.4483,1.418,0.0348,0.398,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434656.7994657,7,10,2.2619,0.96,0.0233,0.282,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434656.9339476,7,10,2.5261,1.65,0.0421,8.892,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434657.0495577,7,10,2.2809,1.168,0.0221,0.27,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434657.1741495,7,10,1.6379,1.265,0.0353,0.392,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434657.3002868,7,10,2.4323,1.493,0.0353,0.477,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434657.424313,7,10,1.6559,1.573,0.0312,0.368,NOMINAL,NORMAL,0,,98,11.8,4769,3038
1781434657.5504513,7,10,2.5351,1.364,0.0343,0.517,NOMINAL,NORMAL,0,,26,10.5,4729,3039
1781434657.6749604,7,10,2.3931,1.42,0.0346,0.502,NOMINAL,NORMAL,0,,26,10.5,4729,3039
1781434657.799886,7,10,2.4637,1.082,0.0349,0.48,NOMINAL,NORMAL,0,,26,10.5,4729,3039
1781434657.9254124,7,10,2.6294,1.336,0.0356,0.409,NOMINAL,NORMAL,0,,26,10.5,4729,3039
1781434658.0493505,7,10,1.7452,1.163,0.0236,0.48,NOMINAL,NORMAL,0,,26,10.5,4729,3039
1781434658.175446,7,10,2.583,1.453,0.0369,0.398,NOMINAL,NORMAL,0,,26,10.5,4729,3039
