phys_ts,ap_pub_wall_ts,n_channels,resample_ms,z_eval_ms,bg_update_ms,dds_transport_ms,fsm_eval_ms,node_latency_ms,from_state,ap_state,rpn_result,counter,trigger_channels
1641772800.0,1786270881.4307108,1,1.9649,0.0802,0.0461,1.711,0.0604,0.53,NOMINAL,NOMINAL,STALE,0,
1641773700.0,1786270881.5542133,1,1.975,0.078,,1.323,0.0471,0.421,NOMINAL,NOMINAL,STALE,0,
1641774600.0,1786270881.6797564,1,2.1308,0.0934,,1.304,0.042,0.632,NOMINAL,NOMINAL,STALE,0,
1641775500.0,1786270881.8033335,1,1.4287,0.0623,,1.026,0.041,0.364,NOMINAL,NOMINAL,STALE,0,
1641776400.0,1786270881.9295335,1,1.9116,0.085,,1.548,0.049,0.482,NOMINAL,NOMINAL,STALE,0,
1641777300.0,1786270882.0547464,1,1.925,0.0823,,1.725,0.0301,0.297,NOMINAL,NOMINAL,STALE,0,
1641778200.0,1786270882.1799827,1,1.9723,0.0821,,1.637,0.0479,0.464,NOMINAL,NOMINAL,STALE,0,
1641779100.0,1786270882.3036642,1,1.4712,0.0622,,1.352,0.0453,0.414,NOMINAL,NOMINAL,STALE,0,
1641780000.0,1786270882.4291625,1,1.8078,0.1044,,1.459,0.0611,0.594,NOMINAL,NOMINAL,STALE,0,
1641780900.0,1786270882.5540886,1,1.8592,0.116,,1.343,0.0501,0.498,NOMINAL,NOMINAL,STALE,0,
1641781800.0,1786270882.6785626,1,1.8457,0.0662,,0.932,0.0452,0.431,NOMINAL,NOMINAL,STALE,0,
1641782700.0,1786270882.803609,1,1.8546,0.1063,,1.225,0.0456,0.433,NOMINAL,NOMINAL,STALE,0,
1641783600.0,1786270882.9298692,1,2.3013,0.1166,,1.718,0.0623,0.55,NOMINAL,NOMINAL,STALE,0,
1641784500.0,1786270883.0559232,1,2.4814,0.1294,,2.185,0.0464,0.456,NOMINAL,NOMINAL,STALE,0,
1641785400.0,1786270883.1795394,1,1.9471,0.0808,,1.446,0.05,0.513,NOMINAL,NOMINAL,STALE,0,
1641786300.0,1786270883.3058321,1,2.4557,0.1224,,1.812,0.0675,0.611,NOMINAL,NOMINAL,STALE,0,
1641787200.0,1786270883.4293807,1,1.8163,0.1031,,1.73,0.0617,0.578,NOMINAL,NOMINAL,STALE,0,
