phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1786270894.0545974,PRE_ALERT,INSUFFICIENT_DATA,1.184,0.0092,0.0,0.1401,[],1,,
1641869100.0,1786270894.8047764,PRE_ALERT,INSUFFICIENT_DATA,0.865,0.0077,0.0,0.087,[],1,,
1641891600.0,1786270897.9373772,PRE_ALERT,OK,1.064,0.9112,6.5488,7.6058,[5.9592],1,0.2693178057670593,0
1641903300.0,1786270899.5612292,PRE_ALERT,OK,0.915,0.4357,6.0247,6.6011,[5.4208],1,0.2363550066947937,0
1641909600.0,1786270900.435752,PRE_ALERT,OK,0.905,0.4376,5.4632,6.0391,[5.0337],1,0.15687406063079834,0
1641948300.0,1786270905.8126087,PRE_ALERT,OK,1.355,0.6781,5.1004,5.8895,[4.5428],1,0.22534584999084473,0
1641954600.0,1786270906.687232,PRE_ALERT,OK,2.151,0.706,3.4613,4.251,[3.119],1,0.20434802770614624,0
1641982500.0,1786270910.5617971,PRE_ALERT,OK,1.058,0.7101,5.105,5.9325,[4.5813],1,0.17127591371536255,0
1641988800.0,1786270911.4378316,PRE_ALERT,OK,1.285,0.6646,6.4422,7.253,[5.8445],1,0.13405144214630127,0
1641995100.0,1786270912.3122823,PRE_ALERT,OK,1.881,0.5856,4.2646,4.9611,[3.7477],1,0.1602122187614441,0
1642027500.0,1786270916.8142078,PRE_ALERT,OK,1.55,0.6709,6.828,7.6308,[6.2119],1,0.19856983423233032,0
1642033800.0,1786270917.687876,PRE_ALERT,OK,2.224,0.6088,4.919,5.6696,[4.3503],1,0.1860831379890442,0
1642068000.0,1786270922.4357378,PRE_ALERT,OK,1.103,0.5581,5.0005,5.6728,[4.539],1,0.1710376739501953,0
1642079700.0,1786270924.0602987,PRE_ALERT,OK,1.254,0.6705,4.7005,5.4974,[4.19],1,0.2195565104484558,0
1642086000.0,1786270924.9348416,PRE_ALERT,OK,1.215,0.602,3.7746,4.4893,[3.3333],1,0.12804800271987915,0
1642113000.0,1786270928.6849883,PRE_ALERT,OK,1.16,0.3519,4.8272,5.2832,[4.426],1,0.2137739062309265,0
1642124700.0,1786270930.3113067,PRE_ALERT,OK,1.501,0.4422,5.8809,6.4682,[5.2815],1,0.1778622269630432,0
1642131000.0,1786270931.1856709,PRE_ALERT,OK,1.631,0.5736,4.0497,4.7292,[3.5428],1,0.17411047220230103,0
1642158900.0,1786270935.0610547,PRE_ALERT,OK,1.144,0.4485,5.9848,6.5757,[5.3865],1,0.19476819038391113,0
1642165200.0,1786270935.9356883,PRE_ALERT,OK,0.663,0.5678,4.6401,5.2868,[4.0844],1,0.15923351049423218,0
1642203900.0,1786270941.311425,PRE_ALERT,OK,1.04,0.4376,6.2897,6.8481,[5.7566],1,0.21356678009033203,0
1642210200.0,1786270942.1854646,PRE_ALERT,OK,0.955,0.4331,5.4844,6.0231,[4.996],1,0.16652911901474,0
1642238100.0,1786270946.0611074,PRE_ALERT,OK,0.879,0.6056,4.2894,5.0095,[3.5836],1,0.09740769863128662,0
1642244400.0,1786270946.9363017,PRE_ALERT,OK,0.928,0.4382,5.3601,5.9166,[4.932],1,0.15650027990341187,0
1642256100.0,1786270948.5611417,PRE_ALERT,OK,0.902,0.561,5.2604,5.9327,[4.7931],1,0.23272430896759033,0
1642283100.0,1786270952.3100903,PRE_ALERT,OK,0.946,0.5733,4.4228,5.1136,[3.9628],1,0.23550289869308472,0
1642289400.0,1786270953.1883707,PRE_ALERT,OK,1.392,0.6749,6.6328,7.4889,[6.0283],1,0.15974581241607666,0
1642294800.0,1786270953.9379206,PRE_ALERT,OK,1.736,0.6773,5.5813,6.3839,[4.9786],1,0.1484350562095642,0
1642301100.0,1786270954.812871,PRE_ALERT,OK,1.373,0.4727,6.8729,7.5114,[6.1996],1,0.17968934774398804,0
1642335300.0,1786270959.562498,PRE_ALERT,OK,0.775,0.6689,6.8187,7.6383,[6.1753],1,0.14045828580856323,0
1642341600.0,1786270960.4357693,PRE_ALERT,OK,1.154,0.437,5.366,5.912,[4.8696],1,0.11083817481994629,0
1642374000.0,1786270964.937369,PRE_ALERT,OK,0.649,1.1365,5.2945,6.6246,[4.8315],1,0.21845126152038574,0
1642380300.0,1786270965.8115904,PRE_ALERT,OK,0.767,0.3645,6.3405,6.8372,[5.9246],1,0.1984904408454895,0
1642386600.0,1786270966.685381,PRE_ALERT,OK,0.756,0.5983,4.3719,5.0571,[3.9753],1,0.1606411337852478,0
1642414500.0,1786270970.5589223,PRE_ALERT,OK,0.525,0.5571,3.8402,4.5036,[3.4021],1,0.11072099208831787,0
1642420800.0,1786270971.436564,PRE_ALERT,OK,2.065,0.5921,3.9374,4.6029,[3.5688],1,0.14816057682037354,0
1642432500.0,1786270973.061257,PRE_ALERT,OK,0.988,0.4477,6.3277,6.9278,[5.7325],1,0.1790120005607605,0
1642453200.0,1786270975.935435,PRE_ALERT,OK,1.132,0.6455,4.0994,4.8508,[3.6079],1,0.14982479810714722,0
1642459500.0,1786270976.8110917,PRE_ALERT,OK,0.933,0.3395,5.1677,5.614,[4.7783],1,0.18335622549057007,0
1642465800.0,1786270977.6868074,PRE_ALERT,OK,1.39,0.7462,5.586,6.4709,[5.0361],1,0.11589103937149048,0
1642471200.0,1786270978.4368255,PRE_ALERT,OK,1.076,0.8186,5.1154,6.0425,[4.6815],1,0.12002277374267578,0
1642477500.0,1786270979.3104951,PRE_ALERT,OK,1.345,0.3563,4.4396,4.8992,[4.0298],1,0.1576341986656189,0
1642505400.0,1786270983.186309,PRE_ALERT,OK,1.012,0.4847,5.2122,5.8051,[4.8089],1,0.26446908712387085,0
1642511700.0,1786270984.0609212,PRE_ALERT,OK,0.882,0.4483,5.9104,6.5152,[5.2612],1,0.12147420644760132,0
1642518000.0,1786270984.9369085,PRE_ALERT,OK,0.959,0.4403,6.5043,7.0465,[6.0422],1,0.11342853307723999,0
1642550400.0,1786270989.4383314,PRE_ALERT,OK,1.292,0.5792,4.6984,5.3824,[4.0442],1,0.207463800907135,0
1642556700.0,1786270990.3123004,PRE_ALERT,OK,1.281,0.7319,5.5054,6.3567,[4.9669],1,0.18471699953079224,0
1642563000.0,1786270991.1865742,PRE_ALERT,OK,0.901,0.4323,6.4702,7.053,[5.8713],1,0.17918932437896729,0
1642590900.0,1786270995.0623798,PRE_ALERT,OK,0.968,0.6745,4.8818,5.654,[4.3641],1,0.1492983102798462,0
1642597200.0,1786270995.9385405,PRE_ALERT,OK,1.242,0.6617,6.9524,7.7513,[6.3242],1,0.1499568223953247,0
1642629600.0,1786271000.436601,PRE_ALERT,OK,1.17,0.4581,5.9512,6.5575,[5.337],1,0.15053659677505493,0
1642635900.0,1786271001.3109698,PRE_ALERT,OK,1.131,0.5789,4.718,5.4093,[4.2495],1,0.17973542213439941,0
1642642200.0,1786271002.186761,PRE_ALERT,OK,1.249,0.4814,5.9418,6.5732,[5.3632],1,0.18127697706222534,0
1642647600.0,1786271002.9365065,PRE_ALERT,OK,1.863,0.4375,5.4072,5.973,[4.8568],1,0.1740749478340149,0
1642664700.0,1786271005.3122675,PRE_ALERT,OK,1.055,0.4583,5.8522,6.4715,[5.2658],1,0.5128871500492096,1
1642670100.0,1786271006.0612996,PRE_ALERT,OK,1.342,0.5817,3.9659,4.6484,[3.5109],1,0.9789572898298502,1
1642671000.0,1786271006.186659,PRE_ALERT,OK,1.139,0.4302,5.3493,5.8734,[4.9103],1,0.9981806742725894,1
1642676400.0,1786271006.9372203,PRE_ALERT,OK,0.918,0.6238,4.5278,5.2381,[3.9789],1,0.9986836591269821,1
1642677300.0,1786271007.0604403,PRE_ALERT,OK,1.383,0.561,3.2646,3.9279,[2.8532],1,0.9986316992435604,1
1642680900.0,1786271007.5611749,PRE_ALERT,OK,1.137,0.7136,4.5918,5.4049,[4.1284],1,0.9993134599644691,1
