fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14524.0,3.0,15.0,30.0,0.8413801708070366,0.9161621344279117,0.8835230084116774,0.8995465994962216,10105.0,0.7537141661435447,0.8151165422041186,0.7832137421178517,4419.0
1,16161.0,4.0,9.0,24.0,0.8915386546189715,0.9399682725223345,0.9466072479609855,0.9432760787599497,11893.0,0.8482313575525813,0.8315370196813496,0.8398012304779934,4268.0
2,15983.0,5.0,30.0,45.0,0.819981131646548,0.9120101596516691,0.8756314230970215,0.8934506353861192,11482.0,0.7120387174833636,0.7844923350366585,0.7465116279069768,4501.0
3,16326.0,5.0,46.0,61.0,0.8682110946411676,0.9544289604356879,0.9277539898793304,0.9409024515415894,12845.0,0.7583333333333333,0.8365412237862683,0.7955197377407458,3481.0
4,16105.0,5.0,30.0,45.0,0.8162264315024139,0.9165694282380397,0.9008765462439584,0.9086552365213799,12207.0,0.705381056732408,0.7432016418676244,0.7237976264834478,3898.0
mean,15819.8,4.4,26.0,41.0,0.8474674966432275,0.9278277910551285,0.9068784431185947,0.9171662003410519,11706.4,0.7555397262490462,0.802177752515204,0.7777687929454032,4113.4
std,734.8004491016592,0.8944271909999159,14.508618128546908,14.508618128546908,0.03217578192881386,0.01849357485553986,0.02988328020581025,0.023401123008881322,1024.2884359397992,0.057033116071415,0.03873365017478451,0.04495181863494534,422.44916853983744
