timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781442501.2126846,7,10,2.9788,181.399,0.2285,2.917,NOMINAL,STALE,0,,0,7.5,4840,3129
1781442501.2292545,7,10,2.0914,1.009,0.0257,0.338,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.3243372,7,10,1.7723,1.506,0.0359,0.485,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.4498377,7,10,2.5468,1.367,0.0356,0.477,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.5741987,7,10,1.9162,0.889,0.0249,0.768,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.699421,7,10,2.4591,1.226,0.0362,0.591,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.824454,7,10,2.501,1.148,0.0358,0.514,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442501.9493365,7,10,2.3252,1.082,0.036,0.55,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442502.074611,7,10,2.4787,1.294,0.0371,0.45,NOMINAL,NORMAL,0,,0,7.5,4840,3129
1781442502.1996028,7,10,2.4218,1.152,0.0237,0.345,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.3231006,7,10,1.6146,0.929,0.0235,0.297,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.4497492,7,10,2.5944,1.167,0.0365,0.655,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.5746288,7,10,2.4941,1.121,0.0364,0.556,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.699827,7,10,2.6175,1.262,0.0377,0.518,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.824633,7,10,2.5983,1.184,0.0356,0.464,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442502.948485,7,10,1.5544,1.065,0.032,0.501,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442503.0746982,7,10,2.5108,1.28,0.0365,0.552,NOMINAL,NORMAL,0,,99,13.3,4809,3133
1781442503.1999328,7,10,2.3334,1.29,0.0337,0.653,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.3241482,7,10,2.4909,0.993,0.0346,0.391,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.4479873,7,10,1.5086,0.927,0.0246,0.345,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.5742874,7,10,2.5035,0.953,0.0236,0.286,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.6995933,7,10,2.5024,1.076,0.0347,0.565,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.8237207,7,10,2.0725,0.974,0.0363,0.554,NOMINAL,NORMAL,0,,45,11.3,4769,3133
1781442503.9488368,7,10,1.7849,1.178,0.0376,0.432,NOMINAL,NORMAL,0,,45,11.3,4769,3133
