scenario,n_runs,n_ticks_active,n_activations,M1_median_ms,M1_p95_ms,M2_median_ms,M2_p95_ms,M3_median_ms,M3_p95_ms,M4_median_ms,M4_p95_ms,M5_median_ms,M5_p95_ms,M6_median_ms,M6_p95_ms,M6_n,M7_median_ms,M7_p95_ms,M7_n,M8_median_ms,M8_p95_ms,M8_n,M9_median_ms,M9_p95_ms,M9_n,M10_median_ms,M10_p95_ms,M10_n,power_mW_mean,cpu_pct_mean,ram_MB_mean,speed_factor,dP_vs_idle_mW,dP_vs_idle_ros_mW
e,2,1858,125,1.49055,4.505005,0.23475,0.5084599999999999,0.054,0.17654499999999995,1.5565,n<30,0.967,3.2325999999999997,1.133,2.4833999999999996,125,0.5602,1.71172,125,3.9849,10.59478,125,4.44,12.51248,125,48.897,n<30,16,3821.104635761589,3.1917218543046357,2971.03642384106,60.0,,
