timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781415450.2398424,7,10,5.8629,303.572,0.2609,11.022,NOMINAL,STALE,0,,0,13.2,4848,3054
1781415450.2448742,7,10,116.5143,38.995,0.034,0.44,NOMINAL,NORMAL,0,,0,13.2,4848,3054
1781415450.2468345,7,10,2.3501,32.588,0.0284,0.567,NOMINAL,NORMAL,0,,0,13.2,4848,3054
1781415450.3155315,7,10,2.8661,1.528,0.0381,0.55,NOMINAL,NORMAL,0,,0,13.2,4848,3054
1781415450.441203,7,10,2.7389,2.409,0.0398,0.603,NOMINAL,NORMAL,0,,0,13.2,4848,3054
1781415450.5660305,7,10,2.7763,2.218,0.0423,0.681,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415450.6913638,7,10,2.8246,2.7,0.0439,0.503,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415450.8215322,7,10,2.7809,1.935,0.0427,6.611,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415450.9412525,7,10,2.751,2.557,0.0466,0.588,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415451.0656404,7,10,2.8365,1.96,0.045,0.562,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415451.1893077,7,10,2.6011,1.452,0.036,0.508,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415451.3156002,7,10,2.847,1.809,0.0465,0.727,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415451.4410954,7,10,2.8124,2.112,0.0508,0.668,NOMINAL,NORMAL,0,,9,7.8,4498,2988
1781415451.5643284,7,10,2.5482,1.432,0.0362,0.505,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415451.6908894,7,10,2.8652,1.928,0.0452,0.667,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415451.8141248,7,10,1.8458,1.632,0.0369,0.633,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415451.940252,7,10,2.6659,1.617,0.036,0.993,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415452.0676882,7,10,3.6403,2.207,0.0484,1.065,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415452.1887152,7,10,1.9431,1.005,0.0355,0.515,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415452.3141322,7,10,2.6401,1.237,0.0363,0.468,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415452.4410737,7,10,2.8726,1.962,0.0478,0.653,NOMINAL,NORMAL,0,,9,9.7,4458,2989
1781415452.564419,7,10,2.5759,1.588,0.0364,0.399,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415452.6907852,7,10,2.8928,1.818,0.0439,0.642,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415452.8141549,7,10,2.7032,1.298,0.0361,0.383,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415452.9408164,7,10,2.8865,1.921,0.0437,0.646,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415453.0646865,7,10,2.604,1.158,0.037,0.449,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415453.190239,7,10,2.8453,1.498,0.0461,0.493,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415453.3142054,7,10,2.6141,1.216,0.0353,0.563,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415453.439242,7,10,2.566,1.341,0.0362,0.448,NOMINAL,NORMAL,0,,99,13.0,4577,3001
1781415453.5642648,7,10,2.5568,1.146,0.0338,0.487,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415453.6893992,7,10,2.6235,1.231,0.0352,0.448,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415453.8158355,7,10,2.8766,1.527,0.0451,0.669,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415453.9390106,7,10,2.5524,1.143,0.0359,0.419,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415454.0642285,7,10,2.5684,1.219,0.0362,0.45,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415454.1893082,7,10,2.6606,1.094,0.0355,0.457,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415454.313928,7,10,2.6819,1.089,0.0357,0.377,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415454.4393716,7,10,2.5723,1.405,0.0364,0.483,NOMINAL,NORMAL,0,,82,12.2,4617,3002
1781415454.5640807,7,10,2.5781,1.217,0.0356,0.451,NOMINAL,NORMAL,0,,13,11.2,4697,3003
1781415454.689162,7,10,2.7363,1.151,0.0385,0.452,NOMINAL,NORMAL,0,,13,11.2,4697,3003
1781415454.812778,7,10,1.6441,1.028,0.0379,0.461,NOMINAL,NORMAL,0,,13,11.2,4697,3003
