fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14457.0,3.0,12.0,27.0,0.8467381925965298,0.9010268948655257,0.9160783533857015,0.9084902869539493,10057.0,0.8005671077504726,0.77,0.7849860982391103,4400.0
1,16138.0,4.0,6.0,21.0,0.8806165545872784,0.9398531849396163,0.9546985246953175,0.9472176922159024,12472.0,0.8371288555779763,0.7921440261865794,0.8140154169586545,3666.0
2,15921.0,5.0,19.0,34.0,0.8475754462678398,0.9052201311419569,0.9292770347058309,0.9170908463463031,11439.0,0.8063666826232647,0.7516733601070951,0.7780600461893764,4482.0
3,16207.0,5.0,14.0,29.0,0.8532897706440126,0.9133482000637145,0.9469859620148637,0.9298629692694397,12110.0,0.8241577649958916,0.7344398340248963,0.7767165720185855,4097.0
4,16034.0,5.0,40.0,55.0,0.8079297363515994,0.899467535563856,0.9267174322443298,0.9128891756734957,12213.0,0.7406548826427123,0.6689348338131379,0.7029702970297029,3821.0
mean,15751.4,4.4,18.2,33.2,0.8472299400894521,0.9117831893149339,0.9347514614092087,0.9231101940918182,11658.2,0.8017750587180634,0.7434384108263418,0.7713496860870859,4093.2
std,731.6298927736619,0.8944271909999159,13.046072205840346,13.046072205840346,0.025962736652408593,0.01658931013630601,0.01573823587969876,0.0156621748801951,972.8934679603927,0.037111637567750766,0.046843694209893684,0.04109710930330164,354.22408162066
