fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14402.0,3.0,50.0,65.0,0.8320953604087733,0.9276308629883556,0.8516335298231592,0.8880091676216273,10009.0,0.7151352388260119,0.848622809014341,0.7761815531959192,4393.0
1,16117.0,4.0,18.0,33.0,0.9076348255568807,0.9504809966882195,0.9682705438187806,0.9592933030917989,12449.0,0.8850072780203785,0.8287895310796074,0.8559763480219625,3668.0
2,15864.0,5.0,36.0,51.0,0.8871106055369282,0.9362486828240253,0.9363309036620708,0.9362897914379802,11387.0,0.8380250223413762,0.8378378378378378,0.8379314196358763,4477.0
3,16098.0,5.0,36.0,51.0,0.8862817782525587,0.9511946263072868,0.9302344919341426,0.9405978055240257,12026.0,0.8065483052801475,0.8590373280943026,0.8319657509810917,4072.0
4,15984.0,5.0,47.0,62.0,0.850069782145551,0.926923076923077,0.9308842866535174,0.928899458750205,12168.0,0.776567481402763,0.7659853249475891,0.7712401055408971,3816.0
mean,15693.0,4.4,37.4,52.4,0.8726384703801383,0.938495649146193,0.9234707511783341,0.9306179052851273,11607.8,0.8042566651741355,0.8280545661947356,0.8146590354751494,4085.2
std,728.7667665309664,0.8944271909999159,12.561846997953765,12.561846997953765,0.030714072003460175,0.011852525473594963,0.04310945375384021,0.026327289665148353,974.8393200933167,0.06398346381574402,0.03650968170921482,0.038451159609962045,351.7622776819595
