fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14402.0,3.0,6.0,21.0,0.8554047173397015,0.9112219451371572,0.9126785892696573,0.9119496855345912,10009.0,0.8003198537811286,0.7974049624402458,0.7988597491448118,4393.0
1,16117.0,4.0,46.0,61.0,0.8981525131173441,0.9538659379520977,0.9533295847055988,0.95359768591057,12449.0,0.8419047619047619,0.8435114503816794,0.8427073403241182,3668.0
2,15864.0,5.0,29.0,44.0,0.876909287770258,0.9166878118920748,0.9517871256696232,0.9339077983627747,11387.0,0.8641425389755011,0.7799865981684163,0.8199107771777413,4477.0
3,16098.0,5.0,4.0,19.0,0.8512519047197435,0.9277866308814896,0.9198403459171794,0.9237964006847885,12026.0,0.7691017964071857,0.7885559921414538,0.7787074087546987,4072.0
4,15984.0,5.0,46.0,61.0,0.8639151386496673,0.9205522682445759,0.9589086127547666,0.9393390492291591,12168.0,0.8488969477183439,0.7361111111111112,0.7884912280701755,3816.0
mean,15693.0,4.4,26.2,41.2,0.869126712319343,0.926022918821479,0.939308851663365,0.9325181239443767,11607.8,0.8248731797573841,0.7891140228485812,0.8057353006943091,4085.2
std,728.7667665309664,0.8944271909999159,20.571825392998065,20.571825392998065,0.018960669724939108,0.01669195506569404,0.02135785864268612,0.01574748602674645,974.8393200933167,0.03912356006352656,0.038473204096304225,0.025705126144389766,351.7622776819595
