fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_rising,recall_rising,f1_rising,support_rising,precision_decreasing,recall_decreasing,f1_decreasing,support_decreasing
0,14524.0,3.0,14.0,29.0,0.6748306702579386,0.9278460716194549,0.8589807026224642,0.8920863309352518,10105.0,0.4819004524886878,0.5416401780038144,0.5100269380425022,1573.0,0.5715965892384592,0.6830639494026705,0.6223787417960621,2846.0
1,16161.0,4.0,10.0,25.0,0.7395217784413773,0.9640182491176724,0.9416463465904313,0.9527009783071033,11893.0,0.4885114885114885,0.4894894894894895,0.489,999.0,0.7468247248094835,0.8094218415417559,0.7768643570170288,3269.0
2,15983.0,5.0,30.0,45.0,0.6432241481032426,0.9674166744468303,0.902456018115311,0.9338079574640652,11482.0,0.22714681440443213,0.3523093447905478,0.27621052631578946,931.0,0.6954022988505747,0.7456582633053221,0.719653960529873,3570.0
3,16326.0,5.0,6.0,21.0,0.6061288427606956,0.9420049054513806,0.9268976255352277,0.934390205619212,12845.0,0.2057347670250896,0.38836265223274696,0.2689784442361762,739.0,0.675392670157068,0.5645514223194749,0.6150178784266984,2742.0
4,16105.0,5.0,17.0,32.0,0.6862265490770451,0.9189408706952567,0.926845252723847,0.922876136873445,12207.0,0.44558359621451105,0.5310150375939849,0.48456260720411665,1064.0,0.691089108910891,0.6157374735356387,0.6512409031535734,2834.0
mean,15819.8,4.4,15.4,30.4,0.6699863977280598,0.9440453542661189,0.9113651891174562,0.9271723218398155,11706.4,0.3697754237288418,0.4605633404221168,0.4057557031597169,1061.2,0.6760610783932952,0.6836865900209723,0.6770311681846471,3052.2
std,734.8004491016592,0.8944271909999159,9.154233993076646,9.154233993076646,0.049790521172505,0.021458974933185368,0.032485940041511056,0.022345725376656925,1024.2884359397992,0.14112885195779026,0.0855942233327282,0.12196577686756961,310.8781111625584,0.06426642674850004,0.09805674385323764,0.06942809519006383,354.07372113727956
