phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1647653400.0,1786287557.6259801,PRE_ALERT,INSUFFICIENT_DATA,0.588,0.0064,0.0,0.0703,[],1,,
1647658800.0,1786287558.3758256,PRE_ALERT,INSUFFICIENT_DATA,0.565,0.0053,0.0,0.062,[],1,,
1647817200.0,1786287580.3814585,PRE_ALERT,OK,0.951,0.5453,4.0515,4.6817,[3.6699],1,0.1487255096435547,0
1647851400.0,1786287585.1296797,PRE_ALERT,OK,0.5,0.3419,3.5153,3.9206,[3.2228],1,0.37105822563171387,0
1647857700.0,1786287586.0044954,PRE_ALERT,OK,0.49,0.3385,3.2731,3.6789,[2.9391],1,0.992211873177439,1
1647869400.0,1786287587.6296394,PRE_ALERT,OK,0.51,0.3384,3.4043,3.8097,[3.1095],1,0.9903509542346001,1
1647875700.0,1786287588.5051284,PRE_ALERT,OK,0.581,0.3413,3.3694,3.7799,[3.0646],1,0.947789154946804,1
1647914400.0,1786287593.8797553,PRE_ALERT,OK,0.625,0.3699,3.25,3.6903,[2.9641],1,0.5591721832752228,1
1647920700.0,1786287594.7545993,PRE_ALERT,OK,0.552,0.335,3.3751,3.7818,[3.0879],1,0.2051905393600464,0
1647939600.0,1786287597.3800557,PRE_ALERT,OK,0.709,0.3351,3.185,3.5909,[2.8956],1,0.20260089635849,0
1647948600.0,1786287598.62964,PRE_ALERT,OK,0.647,0.3343,3.3019,3.7148,[3.0144],1,0.18229758739471436,0
1647954900.0,1786287599.505431,PRE_ALERT,OK,0.958,0.3381,3.3992,3.8085,[3.1109],1,0.12733274698257446,0
1647993600.0,1786287604.8804498,PRE_ALERT,OK,0.669,0.3438,3.4436,3.8648,[3.1164],1,0.1825675368309021,0
1647999900.0,1786287605.7547407,PRE_ALERT,OK,0.554,0.3339,3.2507,3.6574,[2.9599],1,0.132804274559021,0
1648027800.0,1786287609.6298573,PRE_ALERT,OK,0.514,0.3375,3.4558,3.8678,[3.1553],1,0.1341652274131775,0
1648034100.0,1786287610.5055363,PRE_ALERT,OK,0.383,0.3443,3.8201,4.2429,[3.4192],1,0.1612589955329895,0
1648039500.0,1786287611.254962,PRE_ALERT,OK,0.653,0.3381,3.4676,3.8796,[3.1644],1,0.15904676914215088,0
1648045800.0,1786287612.1298187,PRE_ALERT,OK,0.511,0.4982,3.4845,4.0593,[3.1746],1,0.15251821279525757,0
1648079100.0,1786287616.754723,PRE_ALERT,OK,0.499,0.3464,3.3937,3.8134,[3.087],1,0.10563987493515015,0
1648084500.0,1786287617.504663,PRE_ALERT,OK,0.428,0.3383,3.5845,3.998,[3.2803],1,0.1017601490020752,0
1648090800.0,1786287618.3797011,PRE_ALERT,OK,0.586,0.3626,3.3579,3.7929,[3.0569],1,0.1448838710784912,0
1648118700.0,1786287622.254556,PRE_ALERT,OK,0.558,0.3425,3.4026,3.8222,[3.0967],1,0.16318106651306152,0
1648125000.0,1786287623.1296399,PRE_ALERT,OK,0.597,0.3409,3.3295,3.7423,[3.0389],1,0.13522064685821533,0
1648131300.0,1786287624.0041437,PRE_ALERT,OK,0.578,0.3391,3.3041,3.7207,[3.0088],1,0.1268748641014099,0
1648163700.0,1786287628.5047987,PRE_ALERT,OK,0.552,0.3424,3.314,3.7269,[3.022],1,0.1340632438659668,0
1648170000.0,1786287629.3796756,PRE_ALERT,OK,0.525,0.3668,3.2257,3.661,[2.8565],1,0.16390985250473022,0
1648176300.0,1786287630.2548854,PRE_ALERT,OK,0.533,0.4861,3.5686,4.1265,[3.2782],1,0.11927473545074463,0
1648204200.0,1786287634.1293876,PRE_ALERT,OK,0.452,0.3402,3.2515,3.6645,[2.956],1,0.19379961490631104,0
1648210500.0,1786287635.004562,PRE_ALERT,OK,0.567,0.3338,3.1925,3.5997,[2.9011],1,0.1651219129562378,0
1648215900.0,1786287635.7546601,PRE_ALERT,OK,0.595,0.3383,3.2017,3.6085,[2.9147],1,0.18067771196365356,0
1648222200.0,1786287636.6295164,PRE_ALERT,OK,0.389,0.3357,3.2037,3.6131,[2.906],1,0.1266465187072754,0
1648242900.0,1786287639.504676,PRE_ALERT,OK,0.479,0.3469,3.4919,3.9068,[3.1885],1,0.12647277116775513,0
1648249200.0,1786287640.379794,PRE_ALERT,OK,0.556,0.3458,3.5228,3.9416,[3.1747],1,0.1618064045906067,0
1648260900.0,1786287642.0053177,PRE_ALERT,OK,0.715,0.3423,3.5233,3.9406,[3.2221],1,0.13552558422088623,0
1648267200.0,1786287642.8797417,PRE_ALERT,OK,0.571,0.3652,3.3602,3.7986,[3.0616],1,0.14486056566238403,0
1648295100.0,1786287646.7548234,PRE_ALERT,OK,0.519,0.3428,3.4396,3.8572,[3.1333],1,0.17805683612823486,0
1648301400.0,1786287647.62932,PRE_ALERT,OK,0.388,0.3364,3.3646,3.7711,[3.0713],1,0.11697304248809814,0
1648340100.0,1786287653.0046263,PRE_ALERT,OK,0.407,0.3405,3.3464,3.7589,[3.0451],1,0.17407190799713135,0
1648346400.0,1786287653.8795388,PRE_ALERT,OK,0.5,0.3399,3.3138,3.7228,[2.992],1,0.16722029447555542,0
1648374300.0,1786287657.7545016,PRE_ALERT,OK,0.478,0.3396,3.3773,3.7838,[3.0875],1,0.1361624002456665,0
1648380600.0,1786287658.629534,PRE_ALERT,OK,0.526,0.3399,3.1999,3.6103,[2.9189],1,0.14990830421447754,0
1648386900.0,1786287659.5044901,PRE_ALERT,OK,0.527,0.3389,3.1776,3.5893,[2.8613],1,0.17073363065719604,0
1648419300.0,1786287664.0048115,PRE_ALERT,OK,0.559,0.3367,3.3624,3.7679,[3.0681],1,0.16055697202682495,0
1648425600.0,1786287664.8801684,PRE_ALERT,OK,0.473,0.338,3.3303,3.7397,[3.0406],1,0.16661006212234497,0
1648437300.0,1786287666.5054808,PRE_ALERT,OK,0.44,0.3449,3.3855,3.8031,[3.0857],1,0.16775530576705933,0
1648471500.0,1786287671.2554862,PRE_ALERT,OK,0.566,0.3423,3.55,3.9657,[3.2371],1,0.3321688175201416,0
1648472400.0,1786287671.3803744,PRE_ALERT,OK,0.525,0.2901,3.1535,3.5094,[2.8452],1,0.7571761310100555,1
1648476000.0,1786287671.879852,PRE_ALERT,OK,0.39,0.342,3.1873,3.5989,[2.8975],1,0.9933564872480929,1
1648476900.0,1786287672.0053434,PRE_ALERT,OK,0.544,0.3108,3.1189,3.4932,[2.852],1,0.9993429430178367,1
1648477800.0,1786287672.129943,ALERT,OK,0.437,0.2719,3.0435,3.379,[2.7877],1,0.9989039984066039,1
1648478700.0,1786287672.2551463,ALERT,OK,0.493,0.2651,3.2604,3.5869,[3.0063],1,0.9999718926192145,1
1648497600.0,1786287674.8799427,PRE_ALERT,OK,0.414,0.3698,3.3458,3.7859,[3.0415],1,0.9525024630129337,1
1648503900.0,1786287675.7554348,PRE_ALERT,OK,0.457,0.3564,3.3548,3.7788,[3.0516],1,0.9974364126101136,1
1648516500.0,1786287677.5054128,PRE_ALERT,OK,0.648,0.3479,3.5171,3.9397,[3.2115],1,0.984392985701561,1
1648522800.0,1786287678.3802426,PRE_ALERT,OK,0.477,0.6168,3.2211,3.9368,[2.9232],1,0.9973199677187949,1
1648541700.0,1786287681.0053837,PRE_ALERT,OK,0.515,0.3521,3.4408,3.8654,[3.1339],1,0.9956960962153971,1
1648550700.0,1786287682.2555876,PRE_ALERT,OK,0.514,0.6256,3.3892,4.0859,[3.0855],1,0.9010607153177261,1
1648557000.0,1786287683.1300914,PRE_ALERT,OK,0.38,0.35,3.4259,3.8454,[3.1153],1,0.9041488319635391,1
1648595700.0,1786287688.5054824,PRE_ALERT,OK,0.593,0.3464,3.3936,3.8064,[3.1038],1,0.8505744636058807,1
1648602000.0,1786287689.3803587,PRE_ALERT,OK,0.571,0.3396,3.2879,3.6929,[2.9392],1,0.3201020359992981,0
1648629900.0,1786287693.2550879,PRE_ALERT,OK,0.52,0.3406,3.3142,3.7197,[3.0187],1,0.12633484601974487,0
