input_size,folds_mode,n_models,random_weights,n_iter,n_warmup_excluded,median_ms,p95_ms,min_ms
1,single,1,False,1000,20,2.0692885,2.2445708,1.978742
1,ensemble,5,False,1000,20,10.6013465,11.4173136,10.327994
3,single,1,False,1000,20,2.043672,2.2207569999999994,1.94991
3,ensemble,5,False,1000,20,10.544880500000001,11.357258199999999,10.262329
5,single,1,True,1000,20,2.052008,2.2297419999999994,1.962134
5,ensemble,5,True,1000,20,10.237943999999999,10.984377799999999,9.967952
