timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781425244.5043674,30,10,2.9031,85.796,0.3035,4.114,NOMINAL,STALE,0,,0,11.8,5079,3180
1781425244.5133443,30,10,2.1215,0.779,0.0323,0.405,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425244.6385136,30,10,1.6,1.528,0.0351,0.529,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425244.7627032,30,10,1.4729,1.187,0.0359,0.435,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425244.8891428,30,10,2.5744,1.229,0.0378,0.539,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425245.0153232,30,10,2.7043,1.719,0.0479,0.762,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425245.137895,30,10,2.2355,0.864,0.0236,0.271,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425245.2637615,30,10,2.4413,1.279,0.0361,0.386,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425245.389325,30,10,2.3958,1.651,0.0329,0.46,NOMINAL,NORMAL,0,,0,11.8,5079,3180
1781425245.5146255,30,10,2.599,1.289,0.0371,1.006,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425245.639122,30,10,2.4504,1.388,0.0371,0.55,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425245.7634354,30,10,1.586,1.638,0.0327,0.47,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425245.888569,30,10,2.4651,1.174,0.0362,0.512,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425246.0136626,30,10,2.4843,1.017,0.0348,0.577,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425246.1377664,30,10,1.5036,1.22,0.0317,0.418,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425246.2638016,30,10,2.3577,1.275,0.0349,0.372,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425246.3878362,30,10,1.5562,1.07,0.0228,0.421,NOMINAL,NORMAL,0,,9,12.7,4809,3184
1781425246.5123172,30,10,1.4684,1.115,0.0286,0.401,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425246.6389017,30,10,2.4631,1.173,0.0372,0.492,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425246.7632635,30,10,2.4019,0.934,0.0242,0.302,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425246.8889446,30,10,2.5166,1.124,0.0343,0.433,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425247.0140364,30,10,2.5809,1.374,0.0357,0.387,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425247.1398203,30,10,2.5325,1.533,0.0471,0.746,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425247.2641058,30,10,2.6414,1.033,0.0349,0.461,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425247.3878539,30,10,1.6059,1.082,0.0308,0.376,NOMINAL,NORMAL,0,,0,10.8,4769,3184
1781425247.513635,30,10,2.666,1.005,0.0308,0.362,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425247.6391578,30,10,2.4578,1.41,0.0343,0.382,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425247.7623875,30,10,1.6771,0.697,0.0209,0.231,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425247.888749,30,10,2.5668,1.07,0.0352,0.486,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425248.0146096,30,10,2.528,1.621,0.0472,0.621,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425248.1388505,30,10,2.4964,1.156,0.0331,0.515,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425248.2637262,30,10,2.558,1.026,0.0339,0.497,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425248.3869915,30,10,1.3593,1.065,0.0362,0.389,NOMINAL,NORMAL,0,,0,11.2,4769,3185
1781425248.5139277,30,10,2.6216,1.083,0.0362,0.508,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425248.6386378,30,10,2.4865,1.095,0.0239,0.362,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425248.7635736,30,10,2.5189,1.055,0.0349,0.358,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425248.888711,30,10,2.5553,1.04,0.0356,0.478,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425249.0122907,30,10,1.4808,0.899,0.0227,0.289,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425249.13888,30,10,2.5439,1.169,0.0344,0.439,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425249.2634933,30,10,2.7349,0.911,0.0301,0.348,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425249.387801,30,10,1.9575,0.996,0.0218,0.326,NOMINAL,NORMAL,0,,0,11.5,4769,3185
1781425249.51379,30,10,2.8438,0.944,0.0335,0.392,NOMINAL,NORMAL,0,,0,12.0,4848,3186
1781425249.638428,30,10,1.5856,1.273,0.0363,0.929,NOMINAL,NORMAL,0,,0,12.0,4848,3186
1781425249.7625396,30,10,1.5219,1.337,0.0362,0.554,NOMINAL,NORMAL,0,,0,12.0,4848,3186
1781425249.88881,30,10,2.621,1.061,0.0358,0.478,NOMINAL,NORMAL,0,,0,12.0,4848,3186
