timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781433091.1288579,30,10,3.3616,502.725,0.1823,2.062,NOMINAL,STALE,0,,0,15.0,5158,2934
1781433091.212687,30,10,1.715,90.163,0.0284,0.485,NOMINAL,NORMAL,0,,0,15.0,5158,2934
1781433091.213445,30,10,2.4788,52.572,0.0141,0.211,NOMINAL,NORMAL,0,,0,15.0,5158,2934
1781433091.28657,30,10,1.4258,1.506,0.0202,0.308,NOMINAL,NORMAL,0,,0,15.0,5158,2934
1781433091.4125376,30,10,2.5086,1.338,0.0312,0.446,NOMINAL,NORMAL,0,,0,15.0,5158,2934
1781433091.5377553,30,10,2.6157,1.16,0.035,0.608,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433091.6619234,30,10,2.039,0.775,0.0199,0.843,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433091.786831,30,10,1.6794,1.098,0.0323,0.541,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433091.9114127,30,10,2.1905,0.694,0.021,0.326,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433092.0372941,30,10,2.5436,1.301,0.0355,0.462,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433092.1636825,30,10,2.6825,1.472,0.0389,0.546,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433092.2857752,30,10,1.4415,0.948,0.0294,0.431,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433092.4124777,30,10,2.5507,1.228,0.0337,0.462,NOMINAL,NORMAL,0,,27,5.7,4809,2937
1781433092.5370777,30,10,2.62,0.896,0.0208,0.365,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433092.6609864,30,10,1.4446,0.918,0.0289,0.421,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433092.7884645,30,10,2.707,1.393,0.0365,0.447,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433092.9111307,30,10,1.4335,1.04,0.0309,0.358,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433093.0370631,30,10,2.6147,1.003,0.0311,0.388,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433093.162046,30,10,2.6151,0.856,0.0316,0.342,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433093.2863097,30,10,1.7797,0.973,0.0213,0.276,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433093.4121604,30,10,2.5629,0.937,0.0316,0.482,NOMINAL,NORMAL,0,,99,12.2,4809,2938
1781433093.5372722,30,10,2.3169,1.077,0.0234,0.302,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433093.6622655,30,10,2.5546,0.982,0.032,0.497,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433093.7873106,30,10,2.664,0.999,0.031,0.354,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433093.9108365,30,10,1.419,1.113,0.0363,0.494,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433094.0372252,30,10,2.6266,1.023,0.0313,0.366,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433094.1622567,30,10,2.5453,1.121,0.0228,0.312,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433094.2861328,30,10,1.5472,0.923,0.0316,0.437,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433094.4124537,30,10,2.5885,1.08,0.035,0.55,NOMINAL,NORMAL,0,,99,10.2,4769,2938
1781433094.5359688,30,10,1.4851,0.672,0.0191,0.546,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433094.662073,30,10,2.5723,0.883,0.0295,0.354,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433094.7874596,30,10,2.5746,1.046,0.0292,0.49,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433094.9107435,30,10,1.4419,0.882,0.0357,0.55,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433095.0376396,30,10,2.6266,1.159,0.0352,0.593,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433095.1616714,30,10,2.3916,0.719,0.0212,0.266,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433095.2857215,30,10,1.4206,0.981,0.0349,0.385,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433095.4123054,30,10,2.5754,1.059,0.0341,0.544,NOMINAL,NORMAL,0,,99,11.2,4769,2938
1781433095.5357478,30,10,1.4311,0.995,0.0347,0.395,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433095.6622584,30,10,2.5891,0.929,0.0308,0.48,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433095.7876937,30,10,2.8529,1.153,0.0219,0.279,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433095.9123788,30,10,2.6338,1.037,0.0332,0.471,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433096.0382915,30,10,2.9268,1.424,0.0397,0.476,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433096.1613436,30,10,1.8351,0.731,0.0194,0.494,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433096.287572,30,10,2.6564,0.938,0.0287,0.352,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433096.4124925,30,10,2.6929,1.007,0.0323,0.493,NOMINAL,NORMAL,0,,99,12.0,4769,2938
1781433096.5362263,30,10,1.5845,1.148,0.0351,0.511,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433096.661545,30,10,2.1379,0.985,0.0312,0.442,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433096.7868302,30,10,2.5961,0.638,0.0188,0.304,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433096.9122355,30,10,2.6803,0.954,0.0328,0.365,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433097.0373583,30,10,2.802,0.866,0.031,0.453,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433097.1610713,30,10,1.6431,0.914,0.0296,0.454,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433097.2874608,30,10,2.6054,1.074,0.0303,0.436,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433097.4123917,30,10,2.6431,0.982,0.0338,0.505,NOMINAL,NORMAL,0,,99,15.0,4999,2941
1781433097.5363243,30,10,1.8685,0.769,0.0204,0.474,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433097.662122,30,10,2.613,0.904,0.0303,0.353,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433097.78612,30,10,2.0367,0.61,0.0166,0.23,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433097.9108481,30,10,1.764,0.822,0.062,0.462,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433098.037484,30,10,2.734,1.133,0.0338,0.378,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433098.1621478,30,10,2.7134,0.813,0.0239,0.283,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433098.2876084,30,10,2.8552,1.051,0.0335,0.391,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433098.411959,30,10,2.6854,0.762,0.0204,0.261,NOMINAL,NORMAL,0,,99,12.7,4848,2941
1781433098.5373933,30,10,2.7291,1.0,0.034,0.396,NOMINAL,NORMAL,0,,99,13.7,4848,2942
