timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode
1786271186.6742656,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.004,,1,shadow
1786271187.424199,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.983,,1,shadow
1786271190.5501018,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.047,,1,shadow
1786271192.1754785,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.185,,1,shadow
1786271193.0498338,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.355,,1,shadow
1786271198.425223,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.507,,1,shadow
1786271199.2988427,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.007,,1,shadow
1786271203.176891,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.553,,1,shadow
1786271204.0496955,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.725,,1,shadow
1786271204.9237628,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.905,,1,shadow
1786271209.4252381,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.152,,1,shadow
1786271210.2985046,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.832,,1,shadow
1786271215.0487776,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.032,,1,shadow
1786271216.6738508,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.88,,1,shadow
1786271217.5499985,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.446,,1,shadow
1786271221.2994916,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.854,,1,shadow
1786271222.924536,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.38,,1,shadow
1786271223.7993097,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.102,,1,shadow
1786271227.6755672,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.997,,1,shadow
1786271228.5499284,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.28,,1,shadow
1786271233.9255924,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.271,,1,shadow
1786271234.8014367,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.813,,1,shadow
1786271238.6748073,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.095,,1,shadow
1786271239.5493393,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.555,,1,shadow
1786271241.1748817,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.332,,1,shadow
1786271244.9236643,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.109,,1,shadow
1786271245.7980766,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.051,,1,shadow
1786271246.548869,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.132,,1,shadow
1786271247.4253275,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.314,,1,shadow
1786271252.1753728,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.722,,1,shadow
1786271253.0518723,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.832,,1,shadow
1786271257.5488203,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.218,,1,shadow
1786271258.4246829,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.338,,1,shadow
1786271259.299148,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.355,,1,shadow
1786271263.1747317,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.152,,1,shadow
1786271264.0504138,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.875,,1,shadow
1786271265.6751487,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.065,,1,shadow
1786271268.5496182,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.749,,1,shadow
1786271269.4256837,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.573,,1,shadow
1786271270.2993715,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.045,,1,shadow
1786271271.0488126,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.17,,1,shadow
1786271271.9240398,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.45,,1,shadow
1786271275.798058,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.07,,1,shadow
1786271276.673888,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.045,,1,shadow
1786271277.5491464,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.2,,1,shadow
1786271282.0500903,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.158,,1,shadow
1786271282.9261808,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.35,,1,shadow
1786271283.7983963,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.926,,1,shadow
1786271287.6745346,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.103,,1,shadow
1786271288.5490818,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.237,,1,shadow
1786271293.049889,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.25,,1,shadow
1786271293.9251187,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.853,,1,shadow
1786271294.7996023,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.127,,1,shadow
1786271295.5512154,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.62,,1,shadow
1786271297.9249797,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.186,,1,shadow
1786271298.6751308,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.266,,1,shadow
1786271299.5498314,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.964,,1,shadow
1786271300.1763241,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.493,,1,shadow
1786271300.425009,ALERT_TRIGGER,TRACKING,ALERT,0,1.139,,1,shadow
1786271300.549993,ALERT_CLEARED,HOLD,NOMINAL,0,1.163,,1,shadow
1786271301.0500033,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,1.108,,1,shadow
1786271306.5525708,PRE_ALERT_PRESTREAM,HOLD,PRE_ALERT,0,2.013,,1,shadow
