phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1786288095.7514608,PRE_ALERT,INSUFFICIENT_DATA,0.55,0.0074,0.0,0.0703,[],1,,
1641869100.0,1786288096.501394,PRE_ALERT,INSUFFICIENT_DATA,0.507,0.005,0.0,0.0575,[],1,,
1641891600.0,1786288099.6303015,PRE_ALERT,OK,0.389,0.6024,3.6253,4.3076,[3.2787],1,0.3203352093696594,0
1641903300.0,1786288101.2548554,PRE_ALERT,OK,0.562,0.4018,3.3733,3.8456,[3.0768],1,0.25872117280960083,0
1641909600.0,1786288102.1296828,PRE_ALERT,OK,0.527,0.4021,3.3277,3.8014,[3.0289],1,0.1945013403892517,0
1641942000.0,1786288106.6296594,PRE_ALERT,OK,0.39,0.4053,3.2512,3.7288,[2.9472],1,0.1717146635055542,0
1641948300.0,1786288107.504962,PRE_ALERT,OK,0.612,0.4136,3.2573,3.7448,[2.9571],1,0.1933116912841797,0
1641954600.0,1786288108.380226,PRE_ALERT,OK,0.731,0.4016,3.2029,3.6758,[2.911],1,0.19449979066848755,0
1641977100.0,1786288111.5046492,PRE_ALERT,OK,0.54,0.4029,3.3158,3.7933,[3.0098],1,0.29569095373153687,0
1641982500.0,1786288112.2548301,PRE_ALERT,OK,0.535,0.4163,3.3285,3.8179,[3.0305],1,0.2822878956794739,0
1641988800.0,1786288113.1313918,PRE_ALERT,OK,0.613,0.4032,3.3319,3.8131,[3.0297],1,0.20092034339904785,0
1641995100.0,1786288114.0061061,PRE_ALERT,OK,0.619,0.3997,3.4064,3.8828,[3.0983],1,0.19863146543502808,0
1642021200.0,1786288117.6296773,PRE_ALERT,OK,0.35,0.4046,3.3376,3.8127,[3.0337],1,0.20746397972106934,0
1642027500.0,1786288118.5051088,PRE_ALERT,OK,0.569,0.3978,3.3054,3.7761,[3.0026],1,0.1947914958000183,0
1642033800.0,1786288119.3804467,PRE_ALERT,OK,0.58,0.4041,3.2474,3.7293,[2.9151],1,0.20870459079742432,0
1642068000.0,1786288124.1308143,PRE_ALERT,OK,0.666,0.4089,3.2926,3.7796,[2.9874],1,0.22064208984375,0
1642079700.0,1786288125.7550633,PRE_ALERT,OK,0.602,0.4035,3.2919,3.7677,[2.9957],1,0.20748811960220337,0
1642086000.0,1786288126.629764,PRE_ALERT,OK,0.405,0.4149,3.2788,3.7693,[2.9703],1,0.19734954833984375,0
1642113000.0,1786288130.3797693,PRE_ALERT,OK,0.57,0.4222,3.256,3.751,[2.9608],1,0.2163294553756714,0
1642124700.0,1786288132.0047975,PRE_ALERT,OK,0.556,0.405,3.2543,3.7322,[2.9551],1,0.18904978036880493,0
1642131000.0,1786288132.8796191,PRE_ALERT,OK,0.501,0.4208,3.2675,3.7631,[2.9645],1,0.19691550731658936,0
1642147200.0,1786288135.1297944,PRE_ALERT,OK,0.55,0.3998,3.2509,3.7269,[2.9501],1,0.29236823320388794,0
