fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14524.0,3.0,13.0,28.0,0.844718853596375,0.9395156911716799,0.8562097971301336,0.8959304131717925,10105.0,0.7266227657572907,0.8739533831183526,0.7935072940209574,4419.0
1,16161.0,4.0,5.0,20.0,0.9201931704080132,0.9584842105263158,0.9570335491465568,0.9577583305284416,11893.0,0.880774615025665,0.8844892221180881,0.8826280102875848,4268.0
2,15983.0,5.0,30.0,45.0,0.9015710170391296,0.9340966921119593,0.9591534575857864,0.946459264352011,11482.0,0.8881469115191987,0.8273716951788491,0.856682769726248,4501.0
3,16326.0,5.0,6.0,21.0,0.8465917174911857,0.9438184288340127,0.9194239003503308,0.9314614717248995,12845.0,0.7285601888276947,0.7980465383510486,0.7617219632574719,3481.0
4,16105.0,5.0,35.0,50.0,0.858139760141001,0.9224378944005113,0.9460145817973294,0.9340774892825366,12207.0,0.8162297824874511,0.7508978963571062,0.7822020309994655,3898.0
mean,15819.8,4.4,17.8,32.8,0.8742429037351409,0.9396705834088956,0.9275670572020275,0.9331373938119363,11706.4,0.80806685272346,0.8269517470246889,0.8153484136583454,4113.4
std,734.8004491016592,0.8944271909999159,13.881642554107204,13.881642554107204,0.03447398169261664,0.013221337046975392,0.04290820308779444,0.023300829717932632,1024.2884359397992,0.07861347982954625,0.055089904887126465,0.051687973666807274,422.44916853983744
