timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787418273.176313,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.906,,0,gate,0,1
1787418273.9262106,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.447,,0,gate,0,1
1787418277.0408096,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.878,,0,gate,0,1
1787418278.674041,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.632,,0,gate,0,1
1787418279.5518405,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.332,,0,gate,0,1
1787418284.9214737,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.563,,0,gate,0,1
1787418285.7967682,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.566,,0,gate,0,1
1787418289.672049,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.099,,0,gate,0,1
1787418290.546403,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.92,,0,gate,0,1
1787418291.422943,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.6,,0,gate,0,1
1787418295.920238,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.38,,0,gate,0,1
1787418296.7964113,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.406,,0,gate,0,1
1787418301.5474186,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.582,,0,gate,0,1
1787418303.1732225,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.155,,0,gate,0,1
1787418304.045834,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.378,,0,gate,0,1
1787418307.796497,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.322,,0,gate,0,1
1787418309.423442,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.783,,0,gate,0,1
1787418310.2966132,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.319,,0,gate,0,1
1787418314.1712732,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.113,,0,gate,0,1
