timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787418315.046658,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.668,,0,gate,0,1
1787418320.422862,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.029,,0,gate,0,1
1787418321.3009293,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.18,,0,gate,0,1
1787418325.171187,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.658,,0,gate,0,1
1787418326.0481927,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.253,,0,gate,0,1
1787418327.6722305,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.466,,0,gate,0,1
1787418331.4218419,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.392,,0,gate,0,1
1787418332.3021863,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.977,,0,gate,0,1
1787418333.046795,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.049,,0,gate,0,1
1787418333.9225328,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.638,,0,gate,0,1
1787418338.6705198,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.579,,0,gate,0,1
1787418339.5461948,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.42,,0,gate,0,1
1787418344.0451667,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.55,,0,gate,0,1
1787418344.9214652,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.907,,0,gate,0,1
1787418345.7950299,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.233,,0,gate,0,1
1787418349.670914,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.66,,0,gate,0,1
1787418350.5472524,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.917,,0,gate,0,1
1787418352.1719723,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.925,,0,gate,0,1
1787418355.0457788,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.248,,0,gate,0,1
1787418355.9213126,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.698,,0,gate,0,1
1787418356.7980936,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.988,,0,gate,0,1
1787418357.551331,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.066,,0,gate,0,1
1787418358.4218087,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.487,,0,gate,0,1
1787418362.3014274,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.962,,0,gate,0,1
1787418363.1705534,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.22,,0,gate,0,1
1787418364.0466375,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.295,,0,gate,0,1
1787418368.5497086,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.907,,0,gate,0,1
1787418369.4209745,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.319,,0,gate,0,1
1787418370.2971184,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.019,,0,gate,0,1
1787418374.1723053,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.207,,0,gate,0,1
1787418375.0460896,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.329,,0,gate,0,1
1787418379.5453193,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.423,,0,gate,0,1
1787418380.4204748,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.514,,0,gate,0,1
1787418381.3011768,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.136,,0,gate,0,1
1787418382.047189,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.746,,0,gate,0,1
1787418443.927271,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.134,,0,gate,0,1
1787418533.9277744,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.11,,0,gate,0,1
1787418638.9265323,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.703,,0,gate,0,1
1787418713.9269907,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.764,,0,gate,0,1
1787418743.92766,ALERT_GATED_SUPPRESS,IDLE,ALERT,0,1.86,,0,gate,0,1
1787418818.9271731,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.739,,0,gate,0,1
1787418848.9269094,ALERT_GATED_SUPPRESS,IDLE,ALERT,0,2.066,,0,gate,0,1
