timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787421546.4724102,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.524,,0,gate,0,1
1787421547.2201807,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.207,,0,gate,0,1
1787421550.3458035,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.194,,0,gate,0,1
1787421551.9737787,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.12,,0,gate,0,1
1787421552.8432503,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.025,,0,gate,0,1
1787421558.218401,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.629,,0,gate,0,1
1787421559.0951097,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.171,,0,gate,0,1
1787421562.969034,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.903,,0,gate,0,1
1787421563.8439746,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.718,,0,gate,0,1
1787421564.7200272,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.002,,0,gate,0,1
1787421569.218093,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.736,,0,gate,0,1
1787421570.0900095,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.214,,0,gate,0,1
1787421574.8441257,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.817,,0,gate,0,1
1787421576.4697034,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.029,,0,gate,0,1
1787421577.3435552,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.758,,0,gate,0,1
1787421581.097088,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.487,,0,gate,0,1
1787421582.7183905,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.402,,0,gate,0,1
1787421583.5936725,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.458,,0,gate,0,1
1787421587.469401,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.426,,0,gate,0,1
1787421588.3443592,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.474,,0,gate,0,1
1787421593.7200928,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.706,,0,gate,0,1
1787421594.5932155,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.776,,0,gate,0,1
1787421598.4708025,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.099,,0,gate,0,1
1787421599.3429663,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.79,,0,gate,0,1
1787421600.9694676,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.428,,0,gate,0,1
1787421604.7178142,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.514,,0,gate,0,1
1787421605.5949051,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.97,,0,gate,0,1
1787421606.3454435,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.31,,0,gate,0,1
1787421607.2215211,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.257,,0,gate,0,1
1787421611.9733725,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,5.424,,0,gate,0,1
1787421612.8451617,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.536,,0,gate,0,1
1787421617.3442202,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.828,,0,gate,0,1
1787421618.2186213,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.052,,0,gate,0,1
1787421619.0942357,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.197,,0,gate,0,1
1787421622.967843,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.494,,0,gate,0,1
1787421623.8455155,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.959,,0,gate,0,1
1787421625.469357,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.054,,0,gate,0,1
1787421628.3435738,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.89,,0,gate,0,1
1787421629.2210798,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.932,,0,gate,0,1
1787421630.09081,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.396,,0,gate,0,1
1787421630.8425705,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.562,,0,gate,0,1
1787421631.7181003,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.603,,0,gate,0,1
1787421635.592458,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.499,,0,gate,0,1
1787421636.4697092,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.981,,0,gate,0,1
1787421637.34504,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.834,,0,gate,0,1
1787421641.8473232,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.267,,0,gate,0,1
1787421642.7181153,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.526,,0,gate,0,1
1787421643.5937698,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.899,,0,gate,0,1
1787421647.4689052,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.71,,0,gate,0,1
