timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode,arming_state,no_px4
1787421648.3439245,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.264,,0,gate,0,1
1787421652.8440077,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.992,,0,gate,0,1
1787421653.7205608,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.465,,0,gate,0,1
1787421654.5931833,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.626,,0,gate,0,1
1787421655.344811,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.956,,0,gate,0,1
1787421717.2261126,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.214,,0,gate,0,1
1787421807.224892,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.487,,0,gate,0,1
1787421912.2259398,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.265,,0,gate,0,1
1787421987.225693,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.037,,0,gate,0,1
1787422017.2271714,ALERT_TRIGGER,TRACKING,ALERT,0,2.946,,0,gate,0,1
1787422017.2631776,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,2.946,48.369,0,gate,0,1
1787422017.2649214,ARM_CMD,TRACKING,ALERT,0,2.946,51.673,0,gate,0,1
1787422032.2253494,ALERT_CLEARED,LANDING,NOMINAL,0,1.844,,0,gate,0,1
1787422032.2284143,LAND_CMD,LANDING,NOMINAL,0,1.844,13.873,0,gate,0,1
1787422034.2635667,LAND_TIMEOUT,HOLD,NOMINAL,0,1.844,,0,gate,0,1
1787422034.2655022,DISARM_CMD,HOLD,NOMINAL,0,1.844,2052.184,0,gate,0,1
1787422040.2632446,HOLD_TIMEOUT,IDLE,NOMINAL,0,1.844,,0,gate,0,1
1787422092.225399,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.975,,0,gate,0,1
1787422122.2254987,ALERT_TRIGGER,TRACKING,ALERT,0,1.909,,0,gate,0,1
1787422122.2630942,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.909,48.081,0,gate,0,1
1787422122.2647192,ARM_CMD,TRACKING,ALERT,0,1.909,51.416,0,gate,0,1
1787422137.2259846,ALERT_CLEARED,LANDING,NOMINAL,0,1.995,,0,gate,0,1
1787422137.2289696,LAND_CMD,LANDING,NOMINAL,0,1.995,14.436,0,gate,0,1
1787422139.2633848,LAND_TIMEOUT,HOLD,NOMINAL,0,1.995,,0,gate,0,1
1787422139.2653313,DISARM_CMD,HOLD,NOMINAL,0,1.995,2051.915,0,gate,0,1
1787422145.264007,HOLD_TIMEOUT,IDLE,NOMINAL,0,1.995,,0,gate,0,1
