scenario,n_runs,n_ticks_active,n_activations,M1_median_ms,M1_p95_ms,M2_median_ms,M2_p95_ms,M3_median_ms,M3_p95_ms,M4_median_ms,M4_p95_ms,M5_median_ms,M5_p95_ms,M6_median_ms,M6_p95_ms,M6_n,M7_median_ms,M7_p95_ms,M7_n,M8_median_ms,M8_p95_ms,M8_n,M9_median_ms,M9_p95_ms,M9_n,M10_median_ms,M10_p95_ms,M10_n,power_mW_mean,cpu_pct_mean,ram_MB_mean,speed_factor,dP_vs_idle_mW,dP_vs_idle_ros_mW
c1ch,6,9204,30,0.92045,1.13694,0.128,0.1496,0.0242,0.0313,0.5931,0.640465,0.592,0.782,0.553,0.6780999999999997,30,0.34055,0.56358,30,3.2100999999999997,3.66775,30,3.6289499999999997,4.282785,30,,,0,4302.584084084084,2.146646646646647,2940.051801801802,7200.0,,
