scenario,window,metric,n_reps,mean_of_medians_ms,std_ms,cv,flag_high_cv
c1ch,cluster,M1,4,0.925125,0.04355313804231945,0.04707811165228423,False
c1ch,cluster,M2,4,0.12805,0.0038725529908145407,0.030242506761534876,False
c1ch,cluster,M3,4,0.025124999999999998,0.0009742518497116989,0.0387761930233512,False
c1ch,cluster,M9,4,3.722525,0.1273439600714015,0.034209027493811724,False
