phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1786286540.1832597,PRE_ALERT,INSUFFICIENT_DATA,0.346,0.0068,0.0,0.0652,[],1,,
1641869100.0,1786286540.9332988,PRE_ALERT,INSUFFICIENT_DATA,0.505,0.0062,0.0,0.0617,[],1,,
1641891600.0,1786286544.0623987,PRE_ALERT,OK,0.425,0.4939,3.4993,4.0673,[3.1674],1,0.2693178057670593,0
1641903300.0,1786286545.6868925,PRE_ALERT,OK,0.408,0.3363,3.3169,3.7242,[2.8729],1,0.2363550066947937,0
1641909600.0,1786286546.561821,PRE_ALERT,OK,0.443,0.3339,3.2503,3.6584,[2.9504],1,0.15687406063079834,0
1641948300.0,1786286551.9366589,PRE_ALERT,OK,0.355,0.3344,3.1916,3.5983,[2.9011],1,0.22534584999084473,0
1641954600.0,1786286552.8116536,PRE_ALERT,OK,0.37,0.3621,3.1478,3.5796,[2.8617],1,0.20434802770614624,0
1641982500.0,1786286556.6868873,PRE_ALERT,OK,0.437,0.3372,3.173,3.5785,[2.879],1,0.17127591371536255,0
1641988800.0,1786286557.5619113,PRE_ALERT,OK,0.358,0.3333,3.2291,3.6335,[2.9369],1,0.13405144214630127,0
1641995100.0,1786286558.4371672,PRE_ALERT,OK,0.524,0.3473,3.2029,3.6227,[2.913],1,0.1602122187614441,0
1642027500.0,1786286562.936779,PRE_ALERT,OK,0.469,0.3356,3.2529,3.655,[2.9637],1,0.19856983423233032,0
1642033800.0,1786286563.8118763,PRE_ALERT,OK,0.485,0.3366,3.1221,3.5278,[2.8309],1,0.1860831379890442,0
1642068000.0,1786286568.5621605,PRE_ALERT,OK,0.512,0.3406,3.3756,3.786,[3.0905],1,0.1710376739501953,0
1642079700.0,1786286570.1868389,PRE_ALERT,OK,0.545,0.3386,3.0947,3.5038,[2.8101],1,0.2195565104484558,0
1642086000.0,1786286571.0618467,PRE_ALERT,OK,0.426,0.3471,3.2968,3.7165,[3.0107],1,0.12804800271987915,0
1642113000.0,1786286574.8118212,PRE_ALERT,OK,0.503,0.3385,3.1538,3.5632,[2.8673],1,0.2137739062309265,0
1642124700.0,1786286576.436713,PRE_ALERT,OK,0.433,0.3356,3.1408,3.5471,[2.8556],1,0.1778622269630432,0
1642131000.0,1786286577.3118117,PRE_ALERT,OK,0.471,0.3397,3.1234,3.5339,[2.8436],1,0.17411047220230103,0
1642158900.0,1786286581.1873631,PRE_ALERT,OK,0.745,0.3829,3.2033,3.6619,[2.9016],1,0.19476819038391113,0
1642165200.0,1786286582.0618646,PRE_ALERT,OK,0.445,0.3393,3.2137,3.6271,[2.9252],1,0.15923351049423218,0
1642203900.0,1786286587.43685,PRE_ALERT,OK,0.393,0.3378,3.2455,3.6727,[2.9172],1,0.21356678009033203,0
1642210200.0,1786286588.312544,PRE_ALERT,OK,0.565,0.3385,3.1157,3.5275,[2.7933],1,0.16652911901474,0
1642238100.0,1786286592.1865938,PRE_ALERT,OK,0.417,0.3396,3.2,3.6126,[2.9092],1,0.09740769863128662,0
1642244400.0,1786286593.0619795,PRE_ALERT,OK,0.443,0.339,3.1688,3.5837,[2.865],1,0.15650027990341187,0
1642256100.0,1786286594.6870522,PRE_ALERT,OK,0.636,0.3382,3.1483,3.5586,[2.8667],1,0.23272430896759033,0
1642283100.0,1786286598.436867,PRE_ALERT,OK,0.483,0.3367,3.3143,3.7289,[3.0164],1,0.23550289869308472,0
1642289400.0,1786286599.3122072,PRE_ALERT,OK,0.571,0.3378,3.1009,3.5117,[2.8086],1,0.15974581241607666,0
1642294800.0,1786286600.0617144,PRE_ALERT,OK,0.365,0.3372,3.1438,3.552,[2.8486],1,0.1484350562095642,0
1642301100.0,1786286600.936669,PRE_ALERT,OK,0.436,0.3388,3.1081,3.5159,[2.8207],1,0.17968934774398804,0
1642335300.0,1786286605.6869664,PRE_ALERT,OK,0.438,0.3362,3.153,3.5623,[2.8618],1,0.14045828580856323,0
1642341600.0,1786286606.56168,PRE_ALERT,OK,0.383,0.3337,3.2215,3.6266,[2.9364],1,0.11083817481994629,0
1642374000.0,1786286611.061668,PRE_ALERT,OK,0.379,0.3319,3.2055,3.6085,[2.9143],1,0.21845126152038574,0
1642380300.0,1786286611.9370391,PRE_ALERT,OK,0.495,0.3461,3.1979,3.6174,[2.9078],1,0.1984904408454895,0
1642386600.0,1786286612.8120978,PRE_ALERT,OK,0.519,0.3351,3.0876,3.4916,[2.8055],1,0.1606411337852478,0
1642414500.0,1786286616.6865683,PRE_ALERT,OK,0.447,0.343,3.1235,3.5384,[2.8378],1,0.11072099208831787,0
1642420800.0,1786286617.5619025,PRE_ALERT,OK,0.485,0.3374,3.398,3.8105,[3.1087],1,0.14816057682037354,0
1642432500.0,1786286619.1875913,PRE_ALERT,OK,0.421,0.388,3.1558,3.6171,[2.8604],1,0.1790120005607605,0
1642453200.0,1786286622.0623276,PRE_ALERT,OK,0.635,0.3514,3.1818,3.6046,[2.8945],1,0.14982479810714722,0
1642459500.0,1786286622.9372835,PRE_ALERT,OK,0.525,0.3323,3.3949,3.7992,[3.0994],1,0.18335622549057007,0
1642465800.0,1786286623.8116024,PRE_ALERT,OK,0.422,0.3591,3.1591,3.5924,[2.8611],1,0.11589103937149048,0
1642471200.0,1786286624.5615911,PRE_ALERT,OK,0.41,0.3404,3.1308,3.5433,[2.8466],1,0.12002277374267578,0
1642477500.0,1786286625.4369497,PRE_ALERT,OK,0.506,0.336,3.2821,3.691,[2.9885],1,0.1576341986656189,0
1642505400.0,1786286629.3121672,PRE_ALERT,OK,0.475,0.3441,3.1141,3.5307,[2.8206],1,0.26446908712387085,0
1642511700.0,1786286630.1867797,PRE_ALERT,OK,0.458,0.3393,3.1857,3.5961,[2.8949],1,0.12147420644760132,0
1642518000.0,1786286631.0619235,PRE_ALERT,OK,0.495,0.3346,3.2187,3.6239,[2.9272],1,0.11342853307723999,0
1642550400.0,1786286635.5625775,PRE_ALERT,OK,0.53,0.337,3.1892,3.6015,[2.9007],1,0.207463800907135,0
1642556700.0,1786286636.4368622,PRE_ALERT,OK,0.357,0.3505,3.1694,3.5911,[2.8798],1,0.18471699953079224,0
1642563000.0,1786286637.3118038,PRE_ALERT,OK,0.38,0.3647,3.2143,3.6504,[2.9311],1,0.17918932437896729,0
1642590900.0,1786286641.1873078,PRE_ALERT,OK,0.598,0.3414,3.1973,3.6118,[2.9077],1,0.1492983102798462,0
1642597200.0,1786286642.0620432,PRE_ALERT,OK,0.572,0.3344,3.1547,3.5599,[2.8615],1,0.1499568223953247,0
1642629600.0,1786286646.561785,PRE_ALERT,OK,0.518,0.3364,3.1986,3.6011,[2.913],1,0.15053659677505493,0
1642635900.0,1786286647.4367728,PRE_ALERT,OK,0.491,0.3371,3.2009,3.6036,[2.9128],1,0.17973542213439941,0
1642642200.0,1786286648.3123393,PRE_ALERT,OK,0.534,0.3348,3.2315,3.6337,[2.9184],1,0.18127697706222534,0
1642647600.0,1786286649.06185,PRE_ALERT,OK,0.508,0.3378,3.1785,3.5831,[2.8939],1,0.1740749478340149,0
1642664700.0,1786286651.437415,PRE_ALERT,OK,0.551,0.3345,3.1532,3.559,[2.8681],1,0.5128871500492096,1
1642670100.0,1786286652.1874592,PRE_ALERT,OK,0.56,0.3627,3.0994,3.5322,[2.8193],1,0.9789572898298502,1
1642671000.0,1786286652.3125527,PRE_ALERT,OK,0.524,0.2872,3.0222,3.3779,[2.7672],1,0.9981806742725894,1
1642676400.0,1786286653.0636587,PRE_ALERT,OK,1.031,0.3463,3.367,3.7956,[3.0199],1,0.9986836591269821,1
1642677300.0,1786286653.188458,PRE_ALERT,OK,0.747,0.338,3.0994,3.5044,[2.784],1,0.9986316992435604,1
1642680900.0,1786286653.6874843,PRE_ALERT,OK,0.556,0.3621,3.109,3.543,[2.8258],1,0.9993134599644691,1
1642681800.0,1786286653.8126442,PRE_ALERT,OK,0.549,0.2931,3.0538,3.4145,[2.7967],1,0.9923046189360321,1
1642682700.0,1786286653.9373493,ALERT,OK,0.541,0.2653,2.9896,3.3201,[2.75],1,0.9998993947519921,1
1642687200.0,1786286654.5624125,PRE_ALERT,OK,0.478,0.3362,3.1718,3.5826,[2.8871],1,0.9998756721324753,1
1642688100.0,1786286654.6875303,PRE_ALERT,OK,0.503,0.3332,2.9404,3.3393,[2.6831],1,0.9997576119203586,1
1642689000.0,1786286654.8125823,ALERT,OK,0.529,0.2924,3.0067,3.3684,[2.7477],1,0.9999771629009047,1
1642726800.0,1786286660.062312,PRE_ALERT,OK,0.44,0.3369,3.1497,3.5601,[2.8659],1,0.9728352297097445,1
1642733100.0,1786286660.9375544,PRE_ALERT,OK,0.605,0.3374,3.2158,3.6261,[2.9387],1,0.9490767903625965,1
1642761000.0,1786286664.812297,PRE_ALERT,OK,0.586,0.3432,3.1379,3.5545,[2.85],1,0.1795492172241211,0
1642767300.0,1786286665.687475,PRE_ALERT,OK,0.574,0.3494,3.1948,3.616,[2.8808],1,0.355438232421875,0
1642773600.0,1786286666.56225,PRE_ALERT,OK,0.691,0.3377,3.1243,3.5321,[2.8455],1,0.6759091019630432,1
1642806000.0,1786286671.0622416,PRE_ALERT,OK,0.621,0.3538,3.2574,3.684,[2.9682],1,0.2530299425125122,0
1642812300.0,1786286671.9377418,PRE_ALERT,OK,0.954,0.34,3.2155,3.6275,[2.939],1,0.20299941301345825,0
1642840200.0,1786286675.812377,PRE_ALERT,OK,0.488,0.3543,3.2899,3.7109,[2.949],1,0.1171838641166687,0
1642858200.0,1786286678.3128605,PRE_ALERT,OK,0.523,0.3387,3.2676,3.6732,[2.9747],1,0.18010836839675903,0
1642864500.0,1786286679.1885371,PRE_ALERT,OK,0.802,0.3553,3.1537,3.5813,[2.836],1,0.1062731146812439,0
1642903200.0,1786286684.5624092,PRE_ALERT,OK,0.491,0.3397,3.1622,3.5708,[2.875],1,0.14112603664398193,0
1642909500.0,1786286685.437574,PRE_ALERT,OK,0.403,0.3385,3.157,3.5638,[2.8733],1,0.15863919258117676,0
1642937400.0,1786286689.3126674,PRE_ALERT,OK,0.489,0.3444,3.1329,3.5488,[2.8435],1,0.18124312162399292,0
1642943700.0,1786286690.187069,PRE_ALERT,OK,0.407,0.3528,3.1638,3.5876,[2.8751],1,0.1824488639831543,0
1642982400.0,1786286695.5628633,PRE_ALERT,OK,0.486,0.3366,3.1362,3.5429,[2.8608],1,0.1693442463874817,0
1642988700.0,1786286696.4374769,PRE_ALERT,OK,0.502,0.3323,3.1498,3.5482,[2.8751],1,0.1623227596282959,0
1643016600.0,1786286700.3123302,PRE_ALERT,OK,0.567,0.354,3.1154,3.5415,[2.7976],1,0.16145306825637817,0
1643022900.0,1786286701.187462,PRE_ALERT,OK,0.529,0.371,3.1277,3.5692,[2.8481],1,0.24742406606674194,0
1643028300.0,1786286701.9378881,PRE_ALERT,OK,0.649,0.3346,3.1396,3.5433,[2.8606],1,0.1753259301185608,0
1643034600.0,1786286702.8123133,PRE_ALERT,OK,0.542,0.5782,3.1229,3.7759,[2.8355],1,0.13921290636062622,0
1643067900.0,1786286707.43769,PRE_ALERT,OK,0.614,0.3602,3.3032,3.736,[3.0108],1,0.17005527019500732,0
1643073300.0,1786286708.1886163,PRE_ALERT,OK,0.671,0.3489,3.1695,3.5899,[2.8749],1,0.14233684539794922,0
1643079600.0,1786286709.062256,PRE_ALERT,OK,0.347,0.3361,3.2036,3.6113,[2.9076],1,0.13857167959213257,0
1643107500.0,1786286712.937472,PRE_ALERT,OK,0.529,0.3375,3.2187,3.6285,[2.942],1,0.19939512014389038,0
1643113800.0,1786286713.811882,PRE_ALERT,OK,0.393,0.3389,3.1244,3.5359,[2.8408],1,0.16780543327331543,0
1643120100.0,1786286714.6871738,PRE_ALERT,OK,0.472,0.3377,3.1104,3.5175,[2.8215],1,0.21191006898880005,0
1643152500.0,1786286719.1880035,PRE_ALERT,OK,0.4,0.3458,3.0899,3.5058,[2.8043],1,0.17160487174987793,0
1643158800.0,1786286720.062318,PRE_ALERT,OK,0.443,0.3358,3.1705,3.5764,[2.883],1,0.16596031188964844,0
