fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14524.0,3.0,2.0,17.0,0.8697812039600245,0.9104463255098114,0.9366650173181593,0.9233695917272328,10105.0,0.8449612403100775,0.7893188504186468,0.8161928161928161,4419.0
1,16161.0,4.0,17.0,32.0,0.9256290106032482,0.9575231578068931,0.9647691919616581,0.9611325180097169,11893.0,0.8997127812350407,0.8807403936269915,0.8901255031967795,4268.0
2,15983.0,5.0,12.0,27.0,0.8704441321171804,0.9205167693360712,0.9370318759797944,0.9287009063444108,11482.0,0.8316647264260768,0.793601421906243,0.81218735788995,4501.0
3,16326.0,5.0,36.0,51.0,0.8680393819556851,0.948643105080467,0.9361619307123394,0.942361192743231,12845.0,0.7753424657534247,0.8129847744900891,0.7937175711681391,3481.0
4,16105.0,5.0,50.0,65.0,0.8605059212745501,0.9250641848523748,0.9445400180224461,0.9347006606947428,12207.0,0.814062070859654,0.7603899435608004,0.7863111818543573,3898.0
mean,15819.8,4.4,23.4,38.4,0.8788799299821376,0.9324387085171235,0.9438336067988796,0.9380529739038668,11706.4,0.8331486569168547,0.8074070768005541,0.8197068860604084,4113.4
std,734.8004491016592,0.8944271909999159,19.33390803743516,19.33390803743516,0.026431740943718217,0.01982418477272193,0.012199432099281418,0.014709920031525688,1024.2884359397992,0.045492788787103854,0.04510342815981728,0.041286775056690504,422.44916853983744
