fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14437.0,3.0,6.0,21.0,0.8486240805058984,0.90802192326856,0.9074793347276168,0.907750547917912,10041.0,0.7889595638346206,0.7900363967242948,0.789497613093885,4396.0
1,16132.0,4.0,11.0,26.0,0.9020216283131997,0.9556946785456296,0.9551580298411679,0.9554262788365095,12466.0,0.8478083310645249,0.8494271685761048,0.8486169777898896,3666.0
2,15900.0,5.0,19.0,34.0,0.8617177046293962,0.9176755447941889,0.9290842234284714,0.9233446445662578,11422.0,0.8131918819188192,0.7874050915587316,0.8000907646925346,4478.0
3,16168.0,5.0,19.0,34.0,0.8669348416104059,0.9437484019432371,0.9164114872134403,0.9298790728921733,12083.0,0.7722660653889515,0.8384332925336597,0.8039906103286385,4085.0
4,16013.0,5.0,15.0,30.0,0.8386549484751011,0.9122361529915887,0.9426041325024598,0.9271715460924268,12196.0,0.7947815889768396,0.7102436468430705,0.7501383508577754,3817.0
mean,15730.0,4.4,14.0,29.0,0.8635906407068002,0.9274753403086409,0.9301474415426313,0.9287144180610559,11641.6,0.8034014862367511,0.7951091192471723,0.7984668633525447,4088.4
std,730.4597867097134,0.8944271909999159,5.5677643628300215,5.5677643628300215,0.024173430915770833,0.021022891346348674,0.019263622565449466,0.01721611671979546,973.6494749138418,0.028810180049678717,0.055033324987337595,0.03522880704926106,353.0216707229175
