08-09-2026 20:19:09 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [4%@729,2%@729,3%@729,6%@729,4%@1190,2%@1190] GR3D_FREQ 0% cpu@45.125C soc2@44.593C soc0@43.125C gpu@44.5C tj@45.125C soc1@43.031C VDD_IN 3280mW/3280mW VDD_CPU_GPU_CV 599mW/599mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:10 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [3%@729,0%@729,3%@729,2%@729,9%@960,3%@960] GR3D_FREQ 0% cpu@45.218C soc2@44.531C soc0@43.031C gpu@44.875C tj@45.218C soc1@42.968C VDD_IN 3200mW/3240mW VDD_CPU_GPU_CV 559mW/579mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:11 RAM 2977/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [3%@729,3%@729,2%@729,0%@729,2%@729,1%@729] GR3D_FREQ 0% cpu@45.375C soc2@44.468C soc0@43.125C gpu@44.875C tj@45.375C soc1@42.937C VDD_IN 3160mW/3213mW VDD_CPU_GPU_CV 519mW/559mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:12 RAM 2977/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@729,1%@729] GR3D_FREQ 0% cpu@45.093C soc2@44.468C soc0@43C gpu@44.343C tj@45.093C soc1@42.906C VDD_IN 3160mW/3200mW VDD_CPU_GPU_CV 519mW/549mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:13 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [1%@729,1%@729,1%@729,1%@729,1%@729,0%@729] GR3D_FREQ 0% cpu@45.156C soc2@44.437C soc0@43C gpu@44.437C tj@45.156C soc1@43C VDD_IN 3160mW/3192mW VDD_CPU_GPU_CV 519mW/543mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:14 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [2%@729,4%@729,2%@729,7%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@45.281C soc2@44.531C soc0@43.093C gpu@44.5C tj@45.281C soc1@42.937C VDD_IN 3280mW/3206mW VDD_CPU_GPU_CV 599mW/552mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:15 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [2%@729,3%@729,2%@729,0%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@45.593C soc2@44.437C soc0@42.937C gpu@44.375C tj@45.593C soc1@42.937C VDD_IN 3200mW/3205mW VDD_CPU_GPU_CV 559mW/553mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:16 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [0%@729,0%@729,0%@729,1%@729,1%@729,0%@729] GR3D_FREQ 0% cpu@45.062C soc2@44.468C soc0@42.968C gpu@44.593C tj@45.062C soc1@43.125C VDD_IN 3160mW/3200mW VDD_CPU_GPU_CV 519mW/549mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:17 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [2%@729,2%@729,0%@729,1%@729,1%@729,1%@729] GR3D_FREQ 0% cpu@45.156C soc2@44.468C soc0@43.031C gpu@44.562C tj@45.156C soc1@43.093C VDD_IN 3160mW/3195mW VDD_CPU_GPU_CV 519mW/545mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:18 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [0%@729,1%@729,2%@729,1%@729,1%@729,0%@729] GR3D_FREQ 0% cpu@45.312C soc2@44.406C soc0@43.093C gpu@44.5C tj@45.312C soc1@42.906C VDD_IN 3160mW/3192mW VDD_CPU_GPU_CV 519mW/543mW VDD_SOC 1080mW/1080mW
08-09-2026 20:19:19 RAM 2978/7620MB (lfb 18x4MB) SWAP 2/12002MB (cached 0MB) CPU [1%@729,1%@729,1%@729,1%@729,1%@729,0%@729] GR3D_FREQ 0% cpu@45.031C soc2@44.531C soc0@43.031C gpu@44.406C tj@45.031C soc1@42.968C VDD_IN 3160mW/3189mW VDD_CPU_GPU_CV 519mW/540mW VDD_SOC 1080mW/1080mW
