phys_ts,n_channels,zbuf_update_ms
1641915900.0,1,0.00691
1641916800.0,1,0.00262
1641917700.0,1,0.00221
1641918600.0,1,0.00266
1641919500.0,1,0.0023
1641920400.0,1,0.00224
1641921300.0,1,0.00234
1641922200.0,1,0.00224
1641923100.0,1,0.00221
1641924000.0,1,0.00224
1641924900.0,1,0.00419
1641925800.0,1,0.02208
1641926700.0,1,0.0255
1641927600.0,1,0.04931
1641928500.0,1,0.0337
1641929400.0,1,0.02346
1641930300.0,1,0.01901
1641931200.0,1,0.01981
1641932100.0,1,0.02416
1641933000.0,1,0.02762
1641933900.0,1,0.02182
1641934800.0,1,0.02906
1641935700.0,1,0.02342
1641936600.0,1,0.02387
1641937500.0,1,0.02358
1641938400.0,1,0.02359
1641939300.0,1,0.02099
1641940200.0,1,0.02285
1641941100.0,1,0.02304
1641942000.0,1,0.02794
1641942900.0,1,0.0295
1641943800.0,1,0.02381
1641944700.0,1,0.02723
1641945600.0,1,0.02326
1641946500.0,1,0.02451
1641947400.0,1,0.02592
1641948300.0,1,0.02947
1641949200.0,1,0.02864
1641950100.0,1,0.03075
1641951000.0,1,0.02502
1641951900.0,1,0.02528
1641952800.0,1,0.02867
1641953700.0,1,0.02192
1641954600.0,1,0.02586
1641955500.0,1,0.02886
1641956400.0,1,0.03322
1641957300.0,1,0.03126
1641958200.0,1,0.02768
1641959100.0,1,0.02208
1641960000.0,1,0.02285
1641960900.0,1,0.02467
1641961800.0,1,0.02387
1641962700.0,1,0.02518
1641963600.0,1,0.02525
1641964500.0,1,0.0343
1641965400.0,1,0.03456
1641966300.0,1,0.02803
1641967200.0,1,0.02477
1641968100.0,1,0.02614
1641969000.0,1,0.02726
1641969900.0,1,0.02288
1641970800.0,1,0.03027
1641971700.0,1,0.03357
1641972600.0,1,0.02726
1641973500.0,1,0.02307
1641974400.0,1,0.0224
1641975300.0,1,0.02781
1641976200.0,1,0.02349
1641977100.0,1,0.01795
1641978000.0,1,0.02147
1641978900.0,1,0.02256
1641979800.0,1,0.0256
1641980700.0,1,0.02275
1641981600.0,1,0.01878
1641982500.0,1,0.01962
1641983400.0,1,0.02454
1641984300.0,1,0.02493
1641985200.0,1,0.03642
1641986100.0,1,0.03197
1641987000.0,1,0.03178
1641987900.0,1,0.02406
1641988800.0,1,0.02186
1641989700.0,1,0.01754
1641990600.0,1,0.02141
1641991500.0,1,0.02077
1641992400.0,1,0.03862
1641993300.0,1,0.02746
1641994200.0,1,0.03459
1641995100.0,1,0.02621
1641996000.0,1,0.02007
1641996900.0,1,0.02215
1641997800.0,1,0.0224
1641998700.0,1,0.02483
1641999600.0,1,0.02029
1642000500.0,1,0.03549
1642001400.0,1,0.0305
1642002300.0,1,0.02739
1642003200.0,1,0.02182
1642004100.0,1,0.02842
1642005000.0,1,0.03725
1642005900.0,1,0.02829
1642006800.0,1,0.03322
1642007700.0,1,0.02679
1642008600.0,1,0.02768
1642009500.0,1,0.02595
1642010400.0,1,0.02202
1642011300.0,1,0.02765
1642012200.0,1,0.00896
1642013100.0,1,0.02179
1642014000.0,1,0.02586
1642014900.0,1,0.02138
1642015800.0,1,0.02771
1642016700.0,1,0.0256
1642017600.0,1,0.02541
1642018500.0,1,0.02605
1642019400.0,1,0.01568
1642020300.0,1,0.02791
1642021200.0,1,0.0337
1642022100.0,1,0.02182
1642023000.0,1,0.02704
1642023900.0,1,0.03229
1642024800.0,1,0.02582
1642025700.0,1,0.02835
1642026600.0,1,0.02368
1642027500.0,1,0.02579
1642028400.0,1,0.04288
1642029300.0,1,0.03421
1642030200.0,1,0.02758
1642031100.0,1,0.02794
1642032000.0,1,0.02557
1642032900.0,1,0.02259
1642033800.0,1,0.02403
1642034700.0,1,0.02531
1642035600.0,1,0.02666
1642036500.0,1,0.03402
1642037400.0,1,0.0272
1642038300.0,1,0.03245
1642039200.0,1,0.02854
1642040100.0,1,0.02342
1642041000.0,1,0.02182
1642041900.0,1,0.02387
1642042800.0,1,0.03117
1642043700.0,1,0.02464
1642044600.0,1,0.02618
1642045500.0,1,0.02605
1642046400.0,1,0.02035
1642047300.0,1,0.02429
1642048200.0,1,0.02131
1642049100.0,1,0.02531
1642050000.0,1,0.0287
1642050900.0,1,0.02061
1642051800.0,1,0.02698
1642052700.0,1,0.02467
1642053600.0,1,0.02445
1642054500.0,1,0.02157
1642055400.0,1,0.02307
1642056300.0,1,0.02704
1642057200.0,1,0.03254
1642058100.0,1,0.02774
1642059000.0,1,0.01978
1642059900.0,1,0.02464
1642060800.0,1,0.02784
1642061700.0,1,0.02326
1642062600.0,1,0.02215
1642063500.0,1,0.03027
1642064400.0,1,0.03987
1642065300.0,1,0.03546
1642066200.0,1,0.02957
1642067100.0,1,0.02854
1642068000.0,1,0.0335
1642068900.0,1,0.0265
1642069800.0,1,0.05648
1642070700.0,1,0.02288
1642071600.0,1,0.02083
1642072500.0,1,0.02899
1642073400.0,1,0.02346
1642074300.0,1,0.0209
1642075200.0,1,0.0215
1642076100.0,1,0.02112
1642077000.0,1,0.02253
1642077900.0,1,0.02218
1642078800.0,1,0.0264
1642079700.0,1,0.06384
1642080600.0,1,0.01603
1642081500.0,1,0.02182
1642082400.0,1,0.0232
1642083300.0,1,0.02432
1642084200.0,1,0.02886
1642085100.0,1,0.02579
1642086000.0,1,0.02202
1642086900.0,1,0.02166
1642087800.0,1,0.02541
1642088700.0,1,0.02096
1642089600.0,1,0.05869
1642090500.0,1,0.05939
1642091400.0,1,0.01792
1642092300.0,1,0.02829
1642093200.0,1,0.26647
1642094100.0,1,0.11306
1642095000.0,1,0.02202
1642095900.0,1,0.02547
1642096800.0,1,0.02275
1642097700.0,1,0.02499
1642098600.0,1,0.02317
1642099500.0,1,0.02656
1642100400.0,1,0.0793
1642101300.0,1,0.03114
1642102200.0,1,0.0263
1642103100.0,1,0.02963
1642104000.0,1,0.02275
1642104900.0,1,0.02781
1642105800.0,1,0.03712
1642106700.0,1,0.028
1642107600.0,1,0.02413
1642108500.0,1,0.03613
1642109400.0,1,0.02906
1642110300.0,1,0.02941
1642111200.0,1,0.02336
1642112100.0,1,0.02666
1642113000.0,1,0.0247
1642113900.0,1,0.01027
1642114800.0,1,0.03286
1642115700.0,1,0.0328
1642116600.0,1,0.03066
1642117500.0,1,0.02848
1642118400.0,1,0.02275
1642119300.0,1,0.028
1642120200.0,1,0.02906
1642121100.0,1,0.00726
1642122000.0,1,0.0263
1642122900.0,1,0.02678
1642123800.0,1,0.02733
1642124700.0,1,0.02522
1642125600.0,1,0.02333
1642126500.0,1,0.03043
1642127400.0,1,0.02842
1642128300.0,1,0.01594
1642129200.0,1,0.02554
1642130100.0,1,0.02762
1642131000.0,1,0.02717
1642131900.0,1,0.02502
1642132800.0,1,0.02627
1642133700.0,1,0.03178
1642134600.0,1,0.02454
1642135500.0,1,0.02608
1642136400.0,1,0.01651
1642137300.0,1,0.04058
1642138200.0,1,0.02829
1642139100.0,1,0.02845
1642140000.0,1,0.02653
1642140900.0,1,0.02736
1642141800.0,1,0.02365
1642142700.0,1,0.02166
1642143600.0,1,0.02397
1642144500.0,1,0.03152
1642145400.0,1,0.02723
1642146300.0,1,0.02666
1642147200.0,1,0.02294
1642148100.0,1,0.02979
1642149000.0,1,0.03434
1642149900.0,1,0.0287
1642150800.0,1,0.03306
1642151700.0,1,0.03581
1642152600.0,1,0.02755
1642153500.0,1,0.02454
1642154400.0,1,0.02432
1642155300.0,1,0.02288
1642156200.0,1,0.03655
1642157100.0,1,0.02698
1642158000.0,1,0.02762
1642158900.0,1,0.0273
1642159800.0,1,0.02218
1642160700.0,1,0.0305
1642161600.0,1,0.02557
1642162500.0,1,0.02707
1642163400.0,1,0.03658
1642164300.0,1,0.02982
1642165200.0,1,0.02666
1642166100.0,1,0.03664
1642167000.0,1,0.02595
1642167900.0,1,0.02365
1642168800.0,1,0.02157
1642169700.0,1,0.02182
1642170600.0,1,0.02995
1642171500.0,1,0.02445
1642172400.0,1,0.03779
1642173300.0,1,0.03702
1642174200.0,1,0.03514
1642175100.0,1,0.0257
1642176000.0,1,0.02211
1642176900.0,1,0.0207
1642177800.0,1,0.02608
1642178700.0,1,0.0328
1642179600.0,1,0.02688
1642180500.0,1,0.03843
1642181400.0,1,0.0304
1642182300.0,1,0.02486
1642183200.0,1,0.02378
1642184100.0,1,0.02147
1642185000.0,1,0.03037
1642185900.0,1,0.02493
1642186800.0,1,0.03898
1642187700.0,1,0.02733
1642188600.0,1,0.03043
1642189500.0,1,0.02589
1642190400.0,1,0.02547
1642191300.0,1,0.0296
1642192200.0,1,0.02707
1642193100.0,1,0.02816
1642194000.0,1,0.02845
1642194900.0,1,0.0312
1642195800.0,1,0.02592
1642196700.0,1,0.02336
1642197600.0,1,0.02272
1642198500.0,1,0.0256
1642199400.0,1,0.02816
1642200300.0,1,0.0335
1642201200.0,1,0.03002
1642202100.0,1,0.03309
1642203000.0,1,0.02861
1642203900.0,1,0.0255
1642204800.0,1,0.02839
1642205700.0,1,0.03146
1642206600.0,1,0.01981
1642207500.0,1,0.02845
1642208400.0,1,0.03568
1642209300.0,1,0.02966
1642210200.0,1,0.02624
1642211100.0,1,0.0873
1642212000.0,1,0.0176
1642212900.0,1,0.02301
1642213800.0,1,0.06912
1642214700.0,1,0.02205
1642215600.0,1,0.0352
1642216500.0,1,0.03165
1642217400.0,1,0.02218
1642218300.0,1,0.02838
1642219200.0,1,0.02054
1642220100.0,1,0.02448
1642221000.0,1,0.02662
1642221900.0,1,0.02384
1642222800.0,1,0.02685
1642223700.0,1,0.02989
1642224600.0,1,0.02173
1642225500.0,1,0.02362
1642226400.0,1,0.02298
1642227300.0,1,0.02362
1642228200.0,1,0.02179
1642229100.0,1,0.0209
1642230000.0,1,0.00973
1642230900.0,1,0.0216
1642231800.0,1,0.0216
1642232700.0,1,0.02282
1642233600.0,1,0.01648
1642234500.0,1,0.02298
1642235400.0,1,0.02371
1642236300.0,1,0.01901
1642237200.0,1,0.02614
1642238100.0,1,0.02899
1642239000.0,1,0.03718
1642239900.0,1,0.02486
1642240800.0,1,0.0273
1642241700.0,1,0.02547
1642242600.0,1,0.0257
1642243500.0,1,0.02355
1642244400.0,1,0.03715
1642245300.0,1,0.03152
1642246200.0,1,0.02842
1642247100.0,1,0.02432
1642248000.0,1,0.02237
1642248900.0,1,0.01853
1642249800.0,1,0.02112
1642250700.0,1,0.01626
1642251600.0,1,0.02138
1642252500.0,1,0.03507
1642253400.0,1,0.02893
1642254300.0,1,0.0263
1642255200.0,1,0.0233
1642256100.0,1,0.02416
1642257000.0,1,0.0295
1642257900.0,1,0.02394
1642258800.0,1,0.02298
1642259700.0,1,0.03328
1642260600.0,1,0.03226
1642261500.0,1,0.02614
1642262400.0,1,0.0239
1642263300.0,1,0.0273
1642264200.0,1,0.02547
1642265100.0,1,0.0264
1642266000.0,1,0.02602
1642266900.0,1,0.03213
1642267800.0,1,0.03248
1642268700.0,1,0.02359
1642269600.0,1,0.02643
1642270500.0,1,0.02304
1642271400.0,1,0.02503
1642272300.0,1,0.02157
1642273200.0,1,0.01738
1642274100.0,1,0.02739
1642275000.0,1,0.03056
1642275900.0,1,0.02285
1642276800.0,1,0.02672
1642277700.0,1,0.02307
1642278600.0,1,0.02704
1642279500.0,1,0.02877
1642280400.0,1,0.03808
1642281300.0,1,0.03658
1642282200.0,1,0.03312
1642283100.0,1,0.02525
1642284000.0,1,0.01859
1642284900.0,1,0.02819
1642285800.0,1,0.02243
1642286700.0,1,0.02522
1642287600.0,1,0.02154
1642288500.0,1,0.03645
1642289400.0,1,0.05242
1642290300.0,1,0.02531
1642291200.0,1,0.02896
