fold,n_val_windows,n_val_episodes,best_epoch,stopped_epoch,macro_f1,precision_quiet,recall_quiet,f1_quiet,support_quiet,precision_event,recall_event,f1_event,support_event
0,14524.0,3.0,7.0,22.0,0.8646784591278276,0.907012487992315,0.9343889163780307,0.9204971971728004,10105.0,0.8388429752066116,0.7809459153654673,0.8088597210828548,4419.0
1,16161.0,4.0,22.0,37.0,0.9147721657603136,0.9568412162162162,0.9525771462204659,0.954704420005899,11893.0,0.8694746586438324,0.8802717900656045,0.8748399115147282,4268.0
2,15983.0,5.0,51.0,66.0,0.8818326835028016,0.9220954795099282,0.9504441734889392,0.936055238667067,11482.0,0.8628254580520733,0.7951566318595867,0.8276101283385362,4501.0
3,16326.0,5.0,4.0,19.0,0.8444366235063587,0.9248975876194812,0.9491630984818996,0.9368732470127176,12845.0,0.7923027989821882,0.7155989658144212,0.752,3481.0
4,16105.0,5.0,80.0,95.0,0.855604515995743,0.9259919028340081,0.9368395183091669,0.9313841267255772,12207.0,0.7946737683089214,0.7655207798871216,0.7798249052659088,3898.0
mean,15819.8,4.4,32.8,47.8,0.872264889578609,0.9273677348343897,0.9446825705757004,0.9359028459168123,11706.4,0.8316239318387254,0.7874988165984403,0.8086269332404056,4113.4
std,734.8004491016592,0.8944271909999159,32.29086558146127,32.29086558146127,0.027422370322679464,0.018157735238250195,0.008412316991408715,0.012371508865310136,1024.2884359397992,0.036639437150648234,0.05991875727919094,0.04685280344314054,422.44916853983744
