timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781428467.0108807,30,10,3.9581,114.859,0.3106,3.85,NOMINAL,STALE,0,,0,17.0,5308,4504
1781428467.0155444,30,10,2.9433,1.552,0.0222,0.313,NOMINAL,NORMAL,0,,0,17.0,5308,4504
1781428467.1392307,30,10,2.5228,1.295,0.0359,0.484,NOMINAL,NORMAL,0,,0,17.0,5308,4504
1781428467.2638075,30,10,2.4674,1.08,0.0351,0.387,NOMINAL,NORMAL,0,,0,17.0,5308,4504
1781428467.3882625,30,10,2.1031,0.999,0.0249,0.355,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428467.5153089,30,10,2.6613,2.082,0.0475,0.633,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428467.6390316,30,10,2.428,1.366,0.0349,0.443,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428467.7618678,30,10,1.3362,0.886,0.0356,0.386,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428467.8892086,30,10,2.4797,1.438,0.0422,0.662,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428468.0141141,30,10,2.5651,1.52,0.0232,0.445,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428468.1378186,30,10,1.5256,1.055,0.0354,0.54,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428468.2644894,30,10,2.4892,1.735,0.0353,0.518,NOMINAL,NORMAL,0,,60,10.5,4888,3147
1781428468.3887396,30,10,1.5825,1.583,0.0328,0.365,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428468.513844,30,10,2.5459,1.196,0.0373,0.43,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428468.6393955,30,10,2.5317,1.433,0.0353,0.552,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428468.762926,30,10,1.8884,0.805,0.0219,0.403,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428468.8890934,30,10,2.7155,1.125,0.0362,0.388,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428469.0135098,30,10,2.0801,1.273,0.0339,0.398,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428469.1390877,30,10,2.5013,1.382,0.0353,0.384,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428469.2640293,30,10,2.4781,1.22,0.0371,0.458,NOMINAL,NORMAL,0,,78,11.7,4769,3148
1781428469.3880773,30,10,1.4252,1.75,0.036,0.397,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428469.5141888,30,10,2.649,1.111,0.0357,0.471,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428469.639011,30,10,2.5449,1.236,0.0232,0.266,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428469.7631183,30,10,1.7806,0.812,0.0355,0.535,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428469.8891556,30,10,2.6992,1.047,0.0368,0.483,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428470.013407,30,10,1.7331,1.112,0.0318,0.407,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428470.1391034,30,10,2.5345,1.309,0.0345,0.389,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428470.2636402,30,10,2.5132,1.029,0.0357,0.386,NOMINAL,NORMAL,0,,69,10.7,4769,3148
1781428470.387718,30,10,1.414,1.32,0.0354,0.518,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428470.5140898,30,10,2.6941,1.107,0.0365,0.38,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428470.6386175,30,10,2.2644,1.078,0.0241,0.353,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428470.7642171,30,10,2.6074,1.285,0.0348,0.388,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428470.8893583,30,10,2.7342,1.143,0.0352,0.58,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428471.0128026,30,10,1.8553,0.996,0.0342,0.455,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428471.1387005,30,10,2.5662,1.115,0.0372,0.488,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428471.264002,30,10,2.5679,1.337,0.0234,0.249,NOMINAL,NORMAL,0,,99,11.7,4769,3148
1781428471.3876708,30,10,1.4944,0.906,0.0349,0.405,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428471.5142868,30,10,2.6736,1.157,0.0383,0.581,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428471.6376514,30,10,1.5481,0.889,0.023,0.291,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428471.7641199,30,10,2.6616,1.039,0.036,0.469,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428471.8886285,30,10,2.3728,1.285,0.036,0.371,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428472.013506,30,10,2.0561,1.441,0.0349,0.526,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428472.1377132,30,10,1.5641,0.975,0.034,0.375,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428472.263433,30,10,2.6151,0.785,0.023,0.328,NOMINAL,NORMAL,0,,99,12.2,4769,3148
1781428472.3889194,30,10,2.6116,1.046,0.0348,0.371,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428472.5149252,30,10,3.2831,1.212,0.0343,0.392,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428472.637737,30,10,1.557,0.971,0.0348,0.383,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428472.7642033,30,10,2.5708,1.227,0.0356,0.453,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428472.8890934,30,10,2.6395,1.083,0.0342,0.456,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428473.0137727,30,10,2.4268,1.275,0.035,0.48,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428473.1388876,30,10,2.5577,0.997,0.0333,0.446,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428473.262925,30,10,1.7613,0.981,0.0348,0.366,NOMINAL,NORMAL,0,,99,13.0,4809,3149
1781428473.389163,30,10,2.7145,1.165,0.0335,0.37,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428473.5140533,30,10,2.638,1.201,0.0354,0.377,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428473.6379974,30,10,2.0868,0.958,0.024,0.263,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428473.7641993,30,10,2.9209,1.104,0.0354,0.431,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428473.8886595,30,10,2.717,0.772,0.0232,0.307,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428474.0128202,30,10,1.8139,1.012,0.0359,0.376,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428474.1389637,30,10,2.5801,1.111,0.0336,0.503,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428474.262586,30,10,1.6436,0.892,0.0342,0.415,NOMINAL,NORMAL,0,,99,12.2,4848,3149
1781428474.3894267,30,10,2.6993,1.451,0.0352,0.376,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428474.5139582,30,10,2.645,0.988,0.0346,0.48,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428474.6379285,30,10,1.8144,0.868,0.0225,0.269,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428474.7643156,30,10,2.6591,1.302,0.035,0.382,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428474.8879774,30,10,2.0402,0.824,0.0228,0.299,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428475.0143194,30,10,2.7239,1.354,0.0351,0.388,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428475.139306,30,10,2.6214,1.413,0.0343,0.379,NOMINAL,NORMAL,0,,99,13.3,4888,3149
1781428475.2636821,30,10,2.5926,1.034,0.0216,0.26,NOMINAL,NORMAL,0,,99,13.3,4888,3149
