timestamp,event,state,ap_state,nav_state,action_ms,passive
1781428744.3971994,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.594,1
1781428745.270271,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.778,1
1781428749.267687,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.893,1
1781428838.39559,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.828,1
1781428839.398629,ALERT_TRIGGER,IDLE,ALERT,0,1.028,1
1781428839.4011552,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.028,1
1781428839.4027267,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.028,1
1781428839.4029732,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.028,1
1781428839.4037158,ARM_CMD,TRACKING,ALERT,0,1.028,1
1781428839.498957,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.028,1
1781428839.4999883,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.028,1
1781428839.5000672,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.028,1
1781428839.5013185,ARM_CMD,TRACKING,ALERT,0,1.028,1
1781428839.5989568,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.028,1
1781428839.5998757,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.028,1
1781428839.5999193,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.028,1
1781428839.6011379,ARM_CMD,TRACKING,ALERT,0,1.028,1
1781428839.6992016,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.028,1
1781428839.7008069,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.028,1
1781428839.7008827,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.028,1
1781428839.7021215,ARM_CMD,TRACKING,ALERT,0,1.028,1
1781428839.7989383,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.028,1
1781428839.8000033,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.028,1
1781428839.800086,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.028,1
1781428839.8013372,ARM_CMD,TRACKING,ALERT,0,1.028,1
1781428839.8987386,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781428839.900196,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781428839.90028,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781428839.9015334,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781428839.9993377,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781428840.001,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781428840.0010784,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781428840.0024056,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781428840.0991008,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781428840.1005845,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781428840.1006548,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781428840.1018658,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781428840.198859,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781428840.1998277,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781428840.1999025,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781428840.2011476,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781428840.299045,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.949,1
1781428840.300536,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.949,1
1781428840.300607,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.949,1
1781428840.3018649,ARM_CMD,TRACKING,ALERT,0,0.949,1
1781428840.3992174,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.915,1
1781428840.4004114,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.915,1
1781428840.4004612,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.915,1
1781428840.4010851,ARM_CMD,TRACKING,ALERT,0,0.915,1
1781428840.4992971,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.915,1
1781428840.5009072,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.915,1
1781428840.5009892,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.915,1
1781428840.50222,ARM_CMD,TRACKING,ALERT,0,0.915,1
1781428840.5990868,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.915,1
1781428840.6005917,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.915,1
1781428840.6006603,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.915,1
1781428840.6018662,ARM_CMD,TRACKING,ALERT,0,0.915,1
1781428840.699241,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.915,1
1781428840.7007873,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.915,1
1781428840.7008607,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.915,1
1781428840.7020862,ARM_CMD,TRACKING,ALERT,0,0.915,1
1781428840.7991676,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.915,1
1781428840.8008142,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.915,1
1781428840.8008945,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.915,1
1781428840.801838,ARM_CMD,TRACKING,ALERT,0,0.915,1
1781428840.8990471,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.758,1
1781428840.9006324,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.758,1
1781428840.9007075,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.758,1
1781428840.9020193,ARM_CMD,TRACKING,ALERT,0,0.758,1
1781428840.999218,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.758,1
1781428841.000738,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.758,1
1781428841.000816,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.758,1
1781428841.0020435,ARM_CMD,TRACKING,ALERT,0,0.758,1
1781428841.098973,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.758,1
1781428841.0998485,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.758,1
1781428841.099893,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.758,1
1781428841.1005373,ARM_CMD,TRACKING,ALERT,0,0.758,1
1781428841.1992555,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.758,1
1781428841.200797,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.758,1
1781428841.2008705,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.758,1
1781428841.202085,ARM_CMD,TRACKING,ALERT,0,0.758,1
1781428841.2990716,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,0.758,1
1781428841.3005474,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,0.758,1
1781428841.3006172,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,0.758,1
1781428841.301858,ARM_CMD,TRACKING,ALERT,0,0.758,1
1781428841.3990176,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.12,1
1781428841.4003353,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.12,1
1781428841.4003844,PASSIVE_SUPPRESS_CMD_400,TRACKING,ALERT,0,1.12,1
1781428841.4010155,ARM_CMD,TRACKING,ALERT,0,1.12,1
1781428841.4993205,PASSIVE_SUPPRESS_CMD_176,TRACKING,ALERT,0,1.12,1
1781428841.5009422,OFFBOARD_MODE_CMD,TRACKING,ALERT,0,1.12,1
