timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781435958.2199497,7,10,2.6123,89.266,0.1909,3.587,NOMINAL,STALE,0,,0,16.0,5387,3074
1781435958.2285297,7,10,1.6737,10.775,0.0327,0.424,NOMINAL,NORMAL,0,,0,16.0,5387,3074
1781435958.3439565,7,10,2.5239,1.204,0.0369,0.44,NOMINAL,NORMAL,0,,0,16.0,5387,3074
1781435958.4689784,7,10,2.5243,1.205,0.0372,0.492,NOMINAL,NORMAL,0,,0,16.0,5387,3074
1781435958.59392,7,10,2.4632,1.251,0.0352,0.502,NOMINAL,NORMAL,0,,0,16.0,5387,3074
1781435958.718988,7,10,2.4152,1.233,0.0385,0.605,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435958.8442419,7,10,2.3788,1.647,0.0327,0.518,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435958.9673085,7,10,1.4269,1.137,0.0367,0.405,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.0939822,7,10,2.5095,1.316,0.0374,0.467,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.2181003,7,10,1.5005,1.36,0.0316,0.517,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.3444867,7,10,2.4848,1.565,0.0361,0.516,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.4699144,7,10,2.5832,1.5,0.0313,0.479,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.592459,7,10,1.5779,0.818,0.0249,0.33,NOMINAL,NORMAL,0,,37,9.0,4888,3081
1781435959.7198348,7,10,2.5558,1.567,0.0454,0.639,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435959.8426516,7,10,1.747,0.819,0.0239,0.369,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435959.9691129,7,10,2.5325,1.421,0.038,0.426,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.0950787,7,10,2.6665,1.647,0.0484,0.664,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.2181878,7,10,2.5625,0.91,0.024,0.361,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.3440099,7,10,2.4452,1.503,0.0377,0.408,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.469725,7,10,2.5606,1.403,0.0336,0.497,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.5923743,7,10,1.4253,1.052,0.0356,0.383,NOMINAL,NORMAL,0,,42,11.8,4809,3081
1781435960.7189271,7,10,2.4849,1.145,0.0626,0.558,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435960.8434324,7,10,1.5758,1.385,0.0322,0.415,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435960.9673617,7,10,1.4019,1.161,0.0368,0.397,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.0943775,7,10,2.5438,1.494,0.0436,0.63,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.2175958,7,10,1.7866,0.763,0.023,0.332,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.3424616,7,10,1.4666,1.133,0.0338,0.364,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.4680142,7,10,2.0605,0.938,0.026,0.323,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.5939186,7,10,2.5831,1.082,0.0363,0.536,NOMINAL,NORMAL,0,,39,11.5,4769,3081
1781435961.7188642,7,10,2.4766,1.092,0.0362,0.548,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435961.8418193,7,10,1.3266,0.98,0.035,0.383,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435961.9688206,7,10,2.5833,1.068,0.0343,0.491,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.0935533,7,10,2.6087,1.01,0.0215,0.288,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.2188933,7,10,2.5967,1.07,0.0368,0.514,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.3434901,7,10,2.4709,1.078,0.034,0.381,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.4676178,7,10,1.4253,1.063,0.0366,0.407,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.5935743,7,10,2.5884,0.988,0.0373,0.486,NOMINAL,NORMAL,0,,41,12.0,4809,3081
1781435962.7188613,7,10,2.4906,1.123,0.0611,0.488,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435962.8430777,7,10,2.148,0.841,0.0237,0.344,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435962.9692674,7,10,2.8282,1.226,0.036,0.503,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.0931132,7,10,2.3007,0.858,0.0241,0.305,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.2174292,7,10,1.6756,1.004,0.0351,0.442,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.3436759,7,10,2.5646,1.166,0.0354,0.386,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.4743626,7,10,1.5321,0.981,0.0337,7.546,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.5936725,7,10,2.5736,1.095,0.0334,0.375,NOMINAL,NORMAL,0,,99,12.0,4848,3081
1781435963.7188914,7,10,2.8136,1.125,0.021,0.263,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435963.84358,7,10,2.4778,1.055,0.035,0.389,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435963.968074,7,10,2.1474,1.134,0.0388,0.404,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.0923111,7,10,1.5167,0.892,0.0244,0.276,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.2195826,7,10,3.2483,1.062,0.0366,0.544,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.3441691,7,10,2.648,1.432,0.0368,0.392,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.4682376,7,10,2.3547,1.011,0.0242,0.276,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.5942016,7,10,2.725,1.395,0.0385,0.391,NOMINAL,NORMAL,0,,99,12.7,4880,3082
1781435964.7184203,7,10,2.365,1.007,0.0236,0.353,NOMINAL,NORMAL,0,,99,12.2,4888,3082
1781435964.8420584,7,10,1.3621,1.062,0.0354,0.39,NOMINAL,NORMAL,0,,99,12.2,4888,3082
1781435964.9691458,7,10,2.9486,1.091,0.0344,0.397,NOMINAL,NORMAL,0,,99,12.2,4888,3082
1781435965.0924609,7,10,1.6972,1.037,0.0341,0.393,NOMINAL,NORMAL,0,,99,12.2,4888,3082
1781435965.219379,7,10,2.6959,1.42,0.0357,0.404,NOMINAL,NORMAL,0,,99,12.2,4888,3082
