timestamp,event,state,ap_state,nav_state,action_ms,e2e_ms,passive,ai_gate_mode
1786276997.7889779,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.964,,1,shadow
1786276998.540004,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.607,,1,shadow
1786277001.6632023,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.614,,1,shadow
1786277003.29461,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.075,,1,shadow
1786277004.164374,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.669,,1,shadow
1786277009.5390563,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.675,,1,shadow
1786277010.4130425,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.484,,1,shadow
1786277014.2899237,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.867,,1,shadow
1786277015.1646256,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.097,,1,shadow
1786277016.038929,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.659,,1,shadow
1786277020.5352259,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.096,,1,shadow
1786277021.413713,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.36,,1,shadow
1786277026.1650848,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.338,,1,shadow
1786277027.7880595,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.31,,1,shadow
1786277028.6599247,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.861,,1,shadow
1786277032.4157274,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.894,,1,shadow
1786277034.0375543,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.592,,1,shadow
1786277034.9143107,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.97,,1,shadow
1786277038.7965455,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.701,,1,shadow
1786277039.668085,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.253,,1,shadow
1786277045.0378048,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.235,,1,shadow
1786277045.9134436,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.436,,1,shadow
1786277049.7953627,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.335,,1,shadow
1786277050.6659794,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.894,,1,shadow
1786277052.2870696,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.252,,1,shadow
1786277056.0390906,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.618,,1,shadow
1786277056.917251,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.233,,1,shadow
1786277057.6633444,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.715,,1,shadow
1786277058.536574,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.248,,1,shadow
1786277063.2875187,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.866,,1,shadow
1786277064.1637573,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.737,,1,shadow
1786277068.6612473,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.416,,1,shadow
1786277069.5393307,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.712,,1,shadow
1786277070.4131167,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.629,,1,shadow
1786277074.2907407,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.95,,1,shadow
1786277075.1652918,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.471,,1,shadow
1786277076.7905934,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.477,,1,shadow
1786277079.6637495,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.012,,1,shadow
1786277080.5391982,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.654,,1,shadow
1786277081.4146569,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.529,,1,shadow
1786277082.1640534,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.339,,1,shadow
1786277083.0338545,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,0.899,,1,shadow
1786277086.911936,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.26,,1,shadow
1786277087.7892494,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.129,,1,shadow
1786277088.6611855,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.577,,1,shadow
1786277093.160075,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.148,,1,shadow
1786277094.0391023,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.087,,1,shadow
1786277094.917086,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.707,,1,shadow
1786277098.7943935,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.52,,1,shadow
1786277099.663719,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.804,,1,shadow
1786277104.1639721,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.352,,1,shadow
1786277105.0392325,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.028,,1,shadow
1786277105.9106278,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.134,,1,shadow
1786277106.6643088,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,2.051,,1,shadow
1786277109.0382504,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,1.698,,1,shadow
1786277109.796517,PRE_ALERT_PRESTREAM,IDLE,PRE_ALERT,0,3.757,,1,shadow
