phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1786276997.7890687,PRE_ALERT,INSUFFICIENT_DATA,1.069,0.0314,0.0,0.2441,[],1,,
1641869100.0,1786276998.5391483,PRE_ALERT,INSUFFICIENT_DATA,1.118,0.0194,0.0,0.1976,[],1,,
1641891600.0,1786277001.6763988,PRE_ALERT,OK,1.403,2.1323,10.3713,12.7225,[9.0452],1,0.2693178057670593,0
1641903300.0,1786277003.3063362,PRE_ALERT,OK,2.419,1.4572,9.9013,11.6044,[8.6746],1,0.2363550066947937,0
1641909600.0,1786277004.1771448,PRE_ALERT,OK,2.966,1.3971,9.2636,10.888,[8.0085],1,0.15687406063079834,0
1641948300.0,1786277009.550683,PRE_ALERT,OK,1.42,1.523,9.2696,11.0743,[8.1109],1,0.22534584999084473,0
1641954600.0,1786277010.4242337,PRE_ALERT,OK,1.166,1.4461,8.978,10.6896,[7.8651],1,0.20434802770614624,0
1641982500.0,1786277014.300764,PRE_ALERT,OK,1.375,1.3967,9.0713,10.7518,[7.9672],1,0.17127591371536255,0
1641988800.0,1786277015.167132,PRE_ALERT,OK,0.774,0.3325,3.1815,3.5869,[2.8855],1,0.13405144214630127,0
1641995100.0,1786277016.0523822,PRE_ALERT,OK,3.417,1.4617,9.2583,10.9711,[8.1699],1,0.1602122187614441,0
1642027500.0,1786277020.5421665,PRE_ALERT,OK,1.42,0.6923,5.3112,6.1587,[4.6912],1,0.19856983423233032,0
1642033800.0,1786277021.4257348,PRE_ALERT,OK,1.388,1.4817,9.6418,11.3845,[8.4074],1,0.1860831379890442,0
1642068000.0,1786277026.1775627,PRE_ALERT,OK,2.385,1.8246,9.5808,11.6912,[8.2657],1,0.1710376739501953,0
1642079700.0,1786277027.799902,PRE_ALERT,OK,1.312,1.4483,9.4984,11.1909,[8.3335],1,0.2195565104484558,0
1642086000.0,1786277028.6664069,PRE_ALERT,OK,1.884,0.5955,4.3471,5.0684,[3.8455],1,0.12804800271987915,0
1642113000.0,1786277032.4272482,PRE_ALERT,OK,1.448,1.5026,9.4447,11.2132,[8.2882],1,0.2137739062309265,0
1642124700.0,1786277034.0492153,PRE_ALERT,OK,1.577,1.4717,9.1853,10.9034,[8.0092],1,0.1778622269630432,0
1642131000.0,1786277034.925678,PRE_ALERT,OK,1.668,1.4887,9.2457,10.9742,[8.0456],1,0.17411047220230103,0
1642158900.0,1786277038.8068082,PRE_ALERT,OK,2.164,1.5011,9.2972,11.0669,[8.1018],1,0.19476819038391113,0
1642165200.0,1786277039.6788487,PRE_ALERT,OK,2.077,1.4577,9.5066,11.2233,[8.3422],1,0.15923351049423218,0
1642203900.0,1786277045.0497253,PRE_ALERT,OK,1.333,1.45,9.4583,11.1738,[8.2048],1,0.21356678009033203,0
1642210200.0,1786277045.9259758,PRE_ALERT,OK,1.667,1.4812,9.6816,11.4328,[8.4298],1,0.16652911901474,0
1642238100.0,1786277049.8072832,PRE_ALERT,OK,2.437,1.4452,10.4778,12.1888,[9.2614],1,0.09740769863128662,0
1642244400.0,1786277050.6778922,PRE_ALERT,OK,1.639,1.4017,9.5686,11.2925,[8.2979],1,0.15650027990341187,0
1642256100.0,1786277052.299067,PRE_ALERT,OK,1.059,1.5453,9.6955,11.5137,[8.4974],1,0.23272430896759033,0
1642283100.0,1786277056.050304,PRE_ALERT,OK,1.293,1.4983,9.0209,10.7907,[7.8351],1,0.23550289869308472,0
1642289400.0,1786277056.9284034,PRE_ALERT,OK,2.476,1.4473,9.4251,11.124,[8.2428],1,0.15974581241607666,0
1642294800.0,1786277057.6719007,PRE_ALERT,OK,1.617,1.4069,6.7975,8.3158,[6.2061],1,0.1484350562095642,0
1642301100.0,1786277058.5491583,PRE_ALERT,OK,1.907,1.4961,9.4481,11.2091,[8.1985],1,0.17968934774398804,0
1642335300.0,1786277063.2993395,PRE_ALERT,OK,1.447,1.4855,9.8372,11.5809,[8.618],1,0.14045828580856323,0
1642341600.0,1786277064.1753356,PRE_ALERT,OK,1.482,1.5165,9.4689,11.2176,[8.3168],1,0.11083817481994629,0
1642374000.0,1786277068.6665783,PRE_ALERT,OK,1.04,0.5906,4.6637,5.3728,[4.1325],1,0.21845126152038574,0
1642380300.0,1786277069.5519316,PRE_ALERT,OK,1.665,1.5762,9.9914,11.8378,[8.7982],1,0.1984904408454895,0
1642386600.0,1786277070.4247408,PRE_ALERT,OK,0.966,1.3989,9.8107,11.4666,[8.5731],1,0.1606411337852478,0
1642414500.0,1786277074.302248,PRE_ALERT,OK,1.239,1.4653,9.774,11.5101,[8.5751],1,0.11072099208831787,0
1642420800.0,1786277075.1787622,PRE_ALERT,OK,1.91,1.4487,11.3952,13.1308,[9.0789],1,0.14816057682037354,0
1642432500.0,1786277076.8011444,PRE_ALERT,OK,1.261,1.4178,9.3775,11.069,[8.1833],1,0.1790120005607605,0
1642453200.0,1786277079.6740503,PRE_ALERT,OK,1.233,1.4566,9.5253,11.2712,[8.2665],1,0.14982479810714722,0
1642459500.0,1786277080.5504045,PRE_ALERT,OK,1.386,1.4284,9.0678,10.7638,[7.9149],1,0.18335622549057007,0
1642465800.0,1786277081.4273255,PRE_ALERT,OK,1.192,2.556,9.4828,12.3279,[8.2419],1,0.11589103937149048,0
1642471200.0,1786277082.1753943,PRE_ALERT,OK,0.941,1.5274,9.2302,11.0294,[8.076],1,0.12002277374267578,0
1642477500.0,1786277083.043153,PRE_ALERT,OK,0.753,0.4746,8.0926,8.8193,[7.1525],1,0.1576341986656189,0
1642505400.0,1786277086.925973,PRE_ALERT,OK,1.437,1.7182,10.847,12.8549,[9.5211],1,0.26446908712387085,0
1642511700.0,1786277087.800728,PRE_ALERT,OK,1.144,1.5802,9.9809,11.8665,[8.8],1,0.12147420644760132,0
1642518000.0,1786277088.6689026,PRE_ALERT,OK,1.349,0.6576,6.7217,7.5224,[6.1212],1,0.11342853307723999,0
1642550400.0,1786277093.1714845,PRE_ALERT,OK,1.617,0.7425,9.3153,10.2893,[8.2041],1,0.207463800907135,0
1642556700.0,1786277094.0502133,PRE_ALERT,OK,1.586,1.5017,9.1534,10.8898,[7.9888],1,0.18471699953079224,0
1642563000.0,1786277094.9280457,PRE_ALERT,OK,1.724,1.4134,9.4115,11.1057,[8.2203],1,0.17918932437896729,0
1642590900.0,1786277098.806194,PRE_ALERT,OK,2.215,1.4409,10.4559,12.196,[8.8063],1,0.1492983102798462,0
1642597200.0,1786277099.6752968,PRE_ALERT,OK,1.68,1.4643,9.1962,10.933,[7.9976],1,0.1499568223953247,0
1642629600.0,1786277104.1761544,PRE_ALERT,OK,1.576,1.4701,9.541,11.2951,[8.2872],1,0.15053659677505493,0
1642635900.0,1786277105.051213,PRE_ALERT,OK,1.978,1.5006,9.5387,11.3087,[8.2774],1,0.17973542213439941,0
1642642200.0,1786277105.916648,PRE_ALERT,OK,1.038,0.6153,5.0111,5.7597,[4.4211],1,0.18127697706222534,0
1642647600.0,1786277106.6765883,PRE_ALERT,OK,1.517,2.1284,9.583,11.9732,[8.2914],1,0.1740749478340149,0
