phys_ts,ai_pub_wall_ts,ap_state,status,alert_transport_ms,preproc_ms,infer_ms,activation_total_ms,per_model_ms,n_models,p_event,y_pred
1641863700.0,1787427011.0204933,PRE_ALERT,INSUFFICIENT_DATA,1.202,0.0726,0.0,0.1432,[],1,,
1641869100.0,1787427011.771272,PRE_ALERT,INSUFFICIENT_DATA,1.593,0.0063,0.0,0.0708,[],1,,
1641891600.0,1787427014.8992321,PRE_ALERT,OK,0.68,0.8995,3.6578,4.6385,[3.3052],1,0.2693178057670593,0
1641903300.0,1787427016.5236163,PRE_ALERT,OK,0.411,0.3544,3.7428,4.1709,[3.4287],1,0.2363550066947937,0
1641909600.0,1787427017.4008524,PRE_ALERT,OK,2.286,0.4364,3.6426,4.4354,[3.249],1,0.15687406063079834,0
1641948300.0,1787427022.7742112,PRE_ALERT,OK,0.674,0.7231,3.479,4.275,[3.1778],1,0.22534584999084473,0
1641954600.0,1787427023.648432,PRE_ALERT,OK,0.523,0.3407,3.3049,3.7125,[3.0205],1,0.20434802770614624,0
1641982500.0,1787427027.523166,PRE_ALERT,OK,0.493,0.3418,3.3486,3.7569,[3.0453],1,0.17127591371536255,0
1641988800.0,1787427028.398282,PRE_ALERT,OK,0.596,0.3359,3.3592,3.7707,[3.0617],1,0.13405144214630127,0
1641995100.0,1787427029.2735178,PRE_ALERT,OK,0.728,0.342,3.2856,3.7011,[2.9644],1,0.1602122187614441,0
1642027500.0,1787427033.773376,PRE_ALERT,OK,0.558,0.3416,3.3696,3.7856,[3.0316],1,0.19856983423233032,0
1642033800.0,1787427034.6483135,PRE_ALERT,OK,0.545,0.3564,3.2936,3.7208,[2.9953],1,0.1860831379890442,0
1642068000.0,1787427039.3987367,PRE_ALERT,OK,0.607,0.3511,3.5346,3.9573,[3.2193],1,0.1710376739501953,0
1642079700.0,1787427041.0236685,PRE_ALERT,OK,0.672,0.3439,3.3302,3.7509,[3.0228],1,0.2195565104484558,0
1642086000.0,1787427041.8990571,PRE_ALERT,OK,0.641,0.3579,3.3467,3.7795,[3.0459],1,0.12804800271987915,0
1642113000.0,1787427045.648386,PRE_ALERT,OK,0.566,0.3455,3.4673,3.8871,[3.1617],1,0.2137739062309265,0
1642124700.0,1787427047.2734659,PRE_ALERT,OK,0.644,0.3509,3.2769,3.7053,[2.9534],1,0.1778622269630432,0
1642131000.0,1787427048.1486902,PRE_ALERT,OK,0.614,0.3792,3.256,3.7062,[2.9544],1,0.17411047220230103,0
1642158900.0,1787427052.02356,PRE_ALERT,OK,0.607,0.3412,3.3378,3.7544,[3.0298],1,0.19476819038391113,0
1642165200.0,1787427052.898925,PRE_ALERT,OK,0.618,0.351,3.2814,3.7061,[2.989],1,0.15923351049423218,0
1642203900.0,1787427058.273319,PRE_ALERT,OK,0.58,0.3494,3.2608,3.7062,[2.9572],1,0.21356678009033203,0
1642210200.0,1787427059.1485403,PRE_ALERT,OK,0.588,0.4384,3.1863,3.6954,[2.896],1,0.16652911901474,0
1642238100.0,1787427063.0237908,PRE_ALERT,OK,0.417,0.355,3.6978,4.1311,[3.3822],1,0.09740769863128662,0
1642244400.0,1787427063.8985324,PRE_ALERT,OK,0.481,0.3486,3.6294,4.0519,[3.3264],1,0.15650027990341187,0
1642256100.0,1787427065.5234706,PRE_ALERT,OK,0.432,0.7004,3.268,4.0645,[2.9436],1,0.23272430896759033,0
1642283100.0,1787427069.2736678,PRE_ALERT,OK,0.585,0.7399,3.1802,3.9952,[2.8832],1,0.23550289869308472,0
1642289400.0,1787427070.1482852,PRE_ALERT,OK,0.469,0.3432,3.4721,3.8899,[3.1654],1,0.15974581241607666,0
1642294800.0,1787427070.8984115,PRE_ALERT,OK,0.456,0.3354,3.3287,3.7374,[3.0318],1,0.1484350562095642,0
