timestamp,window_d,k,wp_eval_ms,dds_transport_ms,fsm_infer_ms,node_latency_ms,ap_state,rpn_result,fail_count,trigger_channels,gpu_%,cpu_%,power_mW,ram_MB
1781426807.8174093,30,10,3.2828,423.325,0.262,2.432,NOMINAL,STALE,0,,0,7.7,4880,3113
1781426807.8245852,30,10,1.6245,30.383,0.0333,0.502,NOMINAL,NORMAL,0,,0,7.7,4880,3113
1781426807.9082606,30,10,2.487,0.943,0.0194,0.245,NOMINAL,NORMAL,0,,0,7.7,4880,3113
1781426808.0336146,30,10,2.5816,0.957,0.0297,0.494,NOMINAL,NORMAL,0,,0,7.7,4880,3113
1781426808.1591542,30,10,2.8028,1.032,0.0208,0.31,NOMINAL,NORMAL,0,,0,7.7,4880,3113
1781426808.2829502,30,10,1.4492,1.399,0.0354,0.552,NOMINAL,NORMAL,0,,0,7.7,4880,3113
1781426808.408914,30,10,2.5809,1.227,0.0363,0.539,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426808.5344515,30,10,2.6058,1.601,0.0419,0.575,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426808.65902,30,10,2.6121,1.347,0.0315,0.497,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426808.78489,30,10,2.7499,1.585,0.024,0.451,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426808.9077623,30,10,1.7442,1.19,0.0208,0.333,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426809.0332258,30,10,2.4316,1.111,0.0346,0.381,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426809.1585047,30,10,1.8292,1.006,0.0285,0.513,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426809.2819035,30,10,1.3795,0.924,0.0332,0.39,NOMINAL,NORMAL,0,,0,8.0,4960,3116
1781426809.407957,30,10,2.1034,1.034,0.0369,0.469,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426809.5331883,30,10,2.5916,0.832,0.0202,0.272,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426809.6572192,30,10,1.4684,1.049,0.0238,0.372,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426809.7822495,30,10,1.5783,0.962,0.0236,0.34,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426809.9070177,30,10,1.4484,0.922,0.0242,0.379,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426810.033885,30,10,2.6718,1.153,0.0345,0.402,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426810.157999,30,10,1.6555,0.984,0.0302,0.36,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426810.2837176,30,10,2.5556,1.056,0.0325,0.5,NOMINAL,NORMAL,0,,0,12.0,4769,3118
1781426810.4083676,30,10,2.572,0.915,0.0342,0.371,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426810.5319934,30,10,1.489,0.971,0.0299,0.349,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426810.6606004,30,10,2.9254,1.243,0.0373,1.228,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426810.782667,30,10,2.035,0.763,0.0222,0.298,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426810.9085026,30,10,2.2901,1.093,0.0335,0.398,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426811.0339751,30,10,2.6734,1.282,0.0313,0.513,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426811.1578877,30,10,2.2855,1.088,0.0218,0.345,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426811.283687,30,10,2.5446,1.09,0.0325,0.48,NOMINAL,NORMAL,0,,0,23.5,5039,3119
1781426811.4086218,30,10,2.592,1.194,0.0204,0.316,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426811.5324984,30,10,1.5055,0.997,0.0319,0.45,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426811.6587594,30,10,2.4887,1.005,0.0308,0.577,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426811.7826822,30,10,1.4639,1.043,0.0345,0.51,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426811.907086,30,10,1.4473,1.032,0.0324,0.458,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426812.033641,30,10,2.6113,1.201,0.0316,0.495,NOMINAL,NORMAL,0,,0,11.5,4809,3119
1781426812.1579375,30,10,2.4103,0.991,0.0232,0.296,NOMINAL,NORMAL,0,,0,11.5,4809,3119
